"プロット タイトル: Microstation_00_ecser_surface_210528"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
14975,09/09/2021 03:00:01 午後,-888.9,2.52,4.03,1011.850
14976,09/09/2021 03:10:01 午後,-888.9,2.01,4.53,1011.750
14977,09/09/2021 03:20:01 午後,-888.9,2.52,4.53,1011.850
14978,09/09/2021 03:30:01 午後,-888.9,1.01,3.52,1011.650
14979,09/09/2021 03:40:01 午後,-888.9,2.01,4.03,1011.650
14980,09/09/2021 03:50:01 午後,-888.9,2.01,4.03,1011.750
14981,09/09/2021 04:00:01 午後,-888.9,2.01,3.52,1011.750
14982,09/09/2021 04:10:01 午後,-888.9,2.01,4.03,1011.850
14983,09/09/2021 04:20:01 午後,-888.9,2.52,4.03,1011.850
14984,09/09/2021 04:30:01 午後,-888.9,2.52,4.03,1011.950
14985,09/09/2021 04:40:01 午後,-888.9,2.01,4.03,1011.950
14986,09/09/2021 04:50:01 午後,-888.9,2.01,4.03,1012.050
14987,09/09/2021 05:00:01 午後,-888.9,1.51,3.52,1011.950
14988,09/09/2021 05:10:01 午後,-888.9,0.50,3.02,1011.950
14989,09/09/2021 05:20:01 午後,-888.9,1.01,3.02,1012.050
14990,09/09/2021 05:30:01 午後,-888.9,0.50,2.01,1012.050
14991,09/09/2021 05:40:01 午後,-888.9,1.01,2.01,1012.050
14992,09/09/2021 05:50:01 午後,-888.9,1.01,2.52,1012.250
14993,09/09/2021 06:00:01 午後,-888.9,0.50,2.01,1012.250
14994,09/09/2021 06:10:01 午後,-888.9,1.01,2.52,1012.350
14995,09/09/2021 06:20:01 午後,-888.9,1.01,2.01,1012.450
14996,09/09/2021 06:30:01 午後,-888.9,1.01,2.52,1012.550
14997,09/09/2021 06:40:01 午後,-888.9,0.50,1.51,1012.450
14998,09/09/2021 06:50:01 午後,-888.9,0.00,2.52,1012.750
14999,09/09/2021 07:00:01 午後,-888.9,0.00,3.02,1012.850
15000,09/09/2021 07:10:01 午後,-888.9,0.00,3.02,1012.950
15001,09/09/2021 07:20:01 午後,-888.9,0.50,3.02,1012.950
15002,09/09/2021 07:30:01 午後,-888.9,0.00,2.52,1012.950
15003,09/09/2021 07:40:01 午後,-888.9,0.50,3.02,1013.050
15004,09/09/2021 07:50:01 午後,-888.9,1.01,4.03,1013.050
15005,09/09/2021 08:00:01 午後,-888.9,0.50,3.02,1013.150
15006,09/09/2021 08:10:01 午後,-888.9,0.50,2.52,1013.250
15007,09/09/2021 08:20:01 午後,-888.9,0.50,3.02,1013.250
15008,09/09/2021 08:30:01 午後,-888.9,0.00,2.52,1013.450
15009,09/09/2021 08:40:01 午後,-888.9,0.00,2.01,1013.450
15010,09/09/2021 08:50:01 午後,-888.9,0.50,3.02,1013.550
15011,09/09/2021 09:00:01 午後,-888.9,0.50,2.52,1013.550
15012,09/09/2021 09:10:01 午後,-888.9,0.50,2.52,1013.650
15013,09/09/2021 09:20:01 午後,-888.9,0.00,2.01,1013.750
15014,09/09/2021 09:30:01 午後,-888.9,0.00,2.01,1013.750
15015,09/09/2021 09:40:01 午後,-888.9,0.00,1.01,1013.850
15016,09/09/2021 09:50:01 午後,-888.9,0.00,1.01,1013.950
15017,09/09/2021 10:00:01 午後,-888.9,0.00,1.51,1013.850
15018,09/09/2021 10:10:01 午後,-888.9,0.00,0.50,1013.950
15019,09/09/2021 10:20:01 午後,-888.9,0.00,0.50,1013.950
15020,09/09/2021 10:30:01 午後,-888.9,0.00,1.01,1013.950
15021,09/09/2021 10:40:01 午後,-888.9,0.00,1.01,1013.950
15022,09/09/2021 10:50:01 午後,-888.9,0.00,1.01,1014.050
15023,09/09/2021 11:00:01 午後,-888.9,0.00,1.51,1014.050
15024,09/09/2021 11:10:01 午後,-888.9,0.00,1.01,1014.250
15025,09/09/2021 11:20:01 午後,-888.9,0.00,1.51,1014.150
15026,09/09/2021 11:30:01 午後,-888.9,0.00,1.51,1014.050
15027,09/09/2021 11:40:01 午後,-888.9,0.00,1.01,1014.150
15028,09/09/2021 11:50:01 午後,-888.9,0.00,1.51,1014.050
15029,09/10/2021 12:00:01 午前,-888.9,0.00,1.01,1014.150
15030,09/10/2021 12:10:01 午前,-888.9,0.00,1.51,1013.950
15031,09/10/2021 12:20:01 午前,-888.9,0.00,1.01,1014.050
15032,09/10/2021 12:30:01 午前,-888.9,0.00,1.51,1013.950
15033,09/10/2021 12:40:01 午前,-888.9,0.00,1.01,1013.750
15034,09/10/2021 12:50:01 午前,-888.9,0.00,1.01,1013.650
15035,09/10/2021 01:00:01 午前,-888.9,0.00,1.01,1013.750
15036,09/10/2021 01:10:01 午前,-888.9,0.00,1.51,1013.750
15037,09/10/2021 01:20:01 午前,-888.9,0.00,1.01,1013.750
15038,09/10/2021 01:30:01 午前,-888.9,0.00,1.51,1013.750
15039,09/10/2021 01:40:01 午前,-888.9,0.00,1.01,1013.850
15040,09/10/2021 01:50:01 午前,-888.9,0.00,1.51,1013.450
15041,09/10/2021 02:00:01 午前,-888.9,0.00,1.51,1013.550
15042,09/10/2021 02:10:01 午前,-888.9,0.00,1.01,1013.650
15043,09/10/2021 02:20:01 午前,-888.9,0.00,1.01,1013.650
15044,09/10/2021 02:30:01 午前,-888.9,0.00,0.50,1013.750
15045,09/10/2021 02:40:01 午前,-888.9,0.00,1.01,1013.750
15046,09/10/2021 02:50:01 午前,-888.9,0.00,0.50,1013.850
15047,09/10/2021 03:00:01 午前,-888.9,0.00,0.50,1013.850
15048,09/10/2021 03:10:01 午前,-888.9,0.00,1.01,1013.850
15049,09/10/2021 03:20:01 午前,-888.9,0.00,1.01,1013.950
15050,09/10/2021 03:30:01 午前,-888.9,0.00,1.51,1013.850
15051,09/10/2021 03:40:01 午前,-888.9,0.00,0.50,1013.650
15052,09/10/2021 03:50:01 午前,-888.9,0.00,1.01,1013.850
15053,09/10/2021 04:00:01 午前,-888.9,0.00,1.01,1013.850
15054,09/10/2021 04:10:01 午前,-888.9,0.00,1.01,1013.850
15055,09/10/2021 04:20:01 午前,-888.9,0.00,1.01,1013.850
15056,09/10/2021 04:30:01 午前,-888.9,0.00,1.01,1013.850
15057,09/10/2021 04:40:01 午前,-888.9,0.00,1.01,1013.850
15058,09/10/2021 04:50:01 午前,-888.9,0.00,1.01,1013.950
15059,09/10/2021 05:00:01 午前,-888.9,0.00,1.01,1013.950
15060,09/10/2021 05:10:01 午前,-888.9,0.00,1.01,1014.150
15061,09/10/2021 05:20:01 午前,-888.9,0.00,0.50,1013.950
15062,09/10/2021 05:30:01 午前,-888.9,0.00,0.50,1013.850
15063,09/10/2021 05:40:01 午前,-888.9,0.00,1.01,1013.750
15064,09/10/2021 05:50:01 午前,-888.9,0.00,1.01,1013.550
15065,09/10/2021 06:00:01 午前,-888.9,0.00,0.00,1013.650
15066,09/10/2021 06:10:01 午前,-888.9,0.00,1.01,1013.850
15067,09/10/2021 06:20:01 午前,-888.9,0.00,0.50,1013.950
15068,09/10/2021 06:30:01 午前,-888.9,0.00,0.00,1013.950
15069,09/10/2021 06:40:01 午前,-888.9,0.00,0.00,1013.850
15070,09/10/2021 06:50:01 午前,-888.9,0.00,0.00,1013.750
15071,09/10/2021 07:00:01 午前,-888.9,0.00,0.00,1013.750
15072,09/10/2021 07:10:01 午前,-888.9,0.00,0.50,1013.750
15073,09/10/2021 07:20:01 午前,-888.9,0.00,0.00,1013.050
15074,09/10/2021 07:30:01 午前,-888.9,0.00,0.00,1012.850
15075,09/10/2021 07:40:01 午前,-888.9,0.00,0.00,1013.750
15076,09/10/2021 07:50:01 午前,-888.9,0.00,0.50,1013.050
15077,09/10/2021 08:00:01 午前,-888.9,0.00,0.50,1013.050
15078,09/10/2021 08:10:01 午前,-888.9,0.00,0.50,1012.750
15079,09/10/2021 08:20:01 午前,-888.9,0.00,1.01,1013.450
15080,09/10/2021 08:30:01 午前,-888.9,0.00,0.50,1012.450
15081,09/10/2021 08:40:01 午前,-888.9,0.00,1.01,1012.850
15082,09/10/2021 08:50:01 午前,-888.9,0.00,1.01,1013.550
15083,09/10/2021 09:00:01 午前,-888.9,0.00,2.52,1013.650
15084,09/10/2021 09:10:01 午前,-888.9,1.01,2.52,1013.450
15085,09/10/2021 09:20:01 午前,-888.9,1.51,3.02,1013.650
15086,09/10/2021 09:30:01 午前,-888.9,1.51,3.52,1013.950
15087,09/10/2021 09:40:01 午前,-888.9,2.01,4.03,1014.350
15088,09/10/2021 09:50:01 午前,-888.9,1.51,4.03,1014.450
15089,09/10/2021 10:00:01 午前,-888.9,1.51,3.52,1014.450
15090,09/10/2021 10:10:01 午前,-888.9,1.51,3.02,1014.350
15091,09/10/2021 10:20:01 午前,-888.9,0.50,3.02,1014.250
15092,09/10/2021 10:30:01 午前,-888.9,1.01,2.52,1014.250
15093,09/10/2021 10:40:01 午前,-888.9,1.01,3.02,1014.150
15094,09/10/2021 10:50:01 午前,-888.9,1.51,3.52,1014.250
15095,09/10/2021 11:00:01 午前,-888.9,1.51,3.52,1014.050
15096,09/10/2021 11:10:01 午前,-888.9,1.01,3.52,1014.050
15097,09/10/2021 11:20:01 午前,-888.9,2.01,4.03,1014.050
15098,09/10/2021 11:30:01 午前,-888.9,2.01,3.52,1014.250
15099,09/10/2021 11:40:01 午前,-888.9,1.51,3.52,1013.950
15100,09/10/2021 11:50:01 午前,-888.9,2.01,4.03,1014.050
15101,09/10/2021 12:00:01 午後,-888.9,1.51,3.02,1014.250
15102,09/10/2021 12:10:01 午後,-888.9,1.51,3.02,1014.250
15103,09/10/2021 12:20:01 午後,-888.9,0.50,2.01,1013.950
15104,09/10/2021 12:30:01 午後,-888.9,0.50,2.01,1014.150
15105,09/10/2021 12:40:01 午後,-888.9,0.50,2.01,1014.350
15106,09/10/2021 12:50:01 午後,-888.9,0.00,1.51,1014.350
15107,09/10/2021 01:00:01 午後,-888.9,0.50,3.02,1014.550
15108,09/10/2021 01:10:01 午後,-888.9,0.00,2.01,1014.350
15109,09/10/2021 01:20:01 午後,-888.9,0.00,2.01,1014.650
15110,09/10/2021 01:30:01 午後,-888.9,0.00,2.01,1014.650
15111,09/10/2021 01:40:01 午後,-888.9,0.50,3.52,1014.850
15112,09/10/2021 01:50:01 午後,-888.9,1.01,4.03,1015.150
15113,09/10/2021 02:00:01 午後,-888.9,1.51,3.02,1013.950
15114,09/10/2021 02:10:01 午後,-888.9,0.50,3.52,1014.350
15115,09/10/2021 02:20:01 午後,-888.9,0.50,2.01,1014.850
15116,09/10/2021 02:30:01 午後,-888.9,0.00,2.01,1014.250
15117,09/10/2021 02:40:01 午後,-888.9,0.50,2.01,1014.550
15118,09/10/2021 02:50:01 午後,-888.9,0.00,1.51,1014.150
15119,09/10/2021 03:00:01 午後,-888.9,0.50,1.51,1013.950
15120,09/10/2021 03:10:01 午後,-888.9,0.00,1.51,1013.850
15121,09/10/2021 03:20:01 午後,-888.9,0.50,2.01,1013.450
15122,09/10/2021 03:30:01 午後,-888.9,0.50,2.01,1013.050
15123,09/10/2021 03:40:01 午後,-888.9,0.50,3.02,1012.550
15124,09/10/2021 03:50:01 午後,-888.9,1.01,3.52,1012.650
15125,09/10/2021 04:00:01 午後,-888.9,0.00,2.01,1012.550
15126,09/10/2021 04:10:01 午後,-888.9,0.00,1.51,1012.350
15127,09/10/2021 04:20:01 午後,-888.9,0.50,1.51,1012.850
15128,09/10/2021 04:30:01 午後,-888.9,0.00,2.01,1012.650
15129,09/10/2021 04:40:01 午後,-888.9,0.00,2.01,1012.650
15130,09/10/2021 04:50:01 午後,-888.9,0.00,1.01,1012.650
15131,09/10/2021 05:00:01 午後,-888.9,0.00,1.51,1012.650
15132,09/10/2021 05:10:01 午後,-888.9,0.00,2.01,1012.650
15133,09/10/2021 05:20:01 午後,-888.9,0.50,2.52,1012.850
15134,09/10/2021 05:30:01 午後,-888.9,0.00,1.51,1012.850
15135,09/10/2021 05:40:01 午後,-888.9,0.50,4.03,1012.850
15136,09/10/2021 05:50:01 午後,-888.9,0.00,1.01,1012.950
15137,09/10/2021 06:00:01 午後,-888.9,0.00,1.01,1013.250
15138,09/10/2021 06:10:01 午後,-888.9,0.50,2.01,1012.950
15139,09/10/2021 06:20:01 午後,-888.9,0.00,1.51,1013.050
15140,09/10/2021 06:30:01 午後,-888.9,0.50,1.51,1012.850
15141,09/10/2021 06:40:01 午後,-888.9,0.50,1.51,1012.750
15142,09/10/2021 06:50:01 午後,-888.9,0.50,1.51,1012.850
15143,09/10/2021 07:00:01 午後,-888.9,0.50,1.51,1012.950
15144,09/10/2021 07:10:01 午後,-888.9,1.01,2.01,1012.850
15145,09/10/2021 07:20:01 午後,-888.9,0.00,1.51,1013.050
15146,09/10/2021 07:30:01 午後,-888.9,0.00,1.51,1013.350
15147,09/10/2021 07:40:01 午後,-888.9,0.00,1.51,1013.450
15148,09/10/2021 07:50:01 午後,-888.9,0.00,1.01,1013.450
15149,09/10/2021 08:00:01 午後,-888.9,0.00,1.51,1013.550
15150,09/10/2021 08:10:01 午後,-888.9,0.00,1.51,1013.750
15151,09/10/2021 08:20:01 午後,-888.9,0.00,1.01,1013.750
15152,09/10/2021 08:30:01 午後,-888.9,0.00,1.51,1013.650
15153,09/10/2021 08:40:01 午後,-888.9,0.00,1.01,1013.750
15154,09/10/2021 08:50:01 午後,-888.9,0.00,1.01,1013.850
15155,09/10/2021 09:00:01 午後,-888.9,0.00,1.01,1013.850
15156,09/10/2021 09:10:01 午後,-888.9,0.00,1.01,1013.850
15157,09/10/2021 09:20:01 午後,-888.9,0.00,0.50,1013.750
15158,09/10/2021 09:30:01 午後,-888.9,0.00,1.01,1013.650
15159,09/10/2021 09:40:01 午後,-888.9,0.00,1.51,1013.650
15160,09/10/2021 09:50:01 午後,-888.9,0.00,1.01,1013.750
15161,09/10/2021 10:00:01 午後,-888.9,0.00,0.50,1013.850
15162,09/10/2021 10:10:01 午後,-888.9,0.00,0.50,1013.750
15163,09/10/2021 10:20:01 午後,-888.9,0.00,0.50,1013.850
15164,09/10/2021 10:30:01 午後,-888.9,0.00,1.01,1013.850
15165,09/10/2021 10:40:01 午後,-888.9,0.00,0.50,1013.850
15166,09/10/2021 10:50:01 午後,-888.9,0.00,1.01,1013.850
15167,09/10/2021 11:00:01 午後,-888.9,0.00,2.01,1013.950
15168,09/10/2021 11:10:01 午後,-888.9,0.00,2.01,1014.050
15169,09/10/2021 11:20:01 午後,-888.9,0.00,1.01,1014.150
15170,09/10/2021 11:30:01 午後,-888.9,0.00,1.51,1013.950
15171,09/10/2021 11:40:01 午後,-888.9,0.00,1.01,1013.950
15172,09/10/2021 11:50:01 午後,-888.9,0.00,1.01,1013.850
15173,09/11/2021 12:00:01 午前,-888.9,0.00,1.51,1013.950
15174,09/11/2021 12:10:01 午前,-888.9,0.00,1.01,1014.250
15175,09/11/2021 12:20:01 午前,-888.9,0.00,1.01,1014.050
15176,09/11/2021 12:30:01 午前,-888.9,0.00,1.01,1014.050
15177,09/11/2021 12:40:01 午前,-888.9,0.00,1.01,1013.950
15178,09/11/2021 12:50:01 午前,-888.9,0.00,1.01,1013.950
15179,09/11/2021 01:00:01 午前,-888.9,0.00,1.01,1013.950
15180,09/11/2021 01:10:01 午前,-888.9,0.00,1.01,1013.950
15181,09/11/2021 01:20:01 午前,-888.9,0.00,1.01,1013.950
15182,09/11/2021 01:30:01 午前,-888.9,0.00,1.51,1013.950
15183,09/11/2021 01:40:01 午前,-888.9,0.00,1.01,1013.850
15184,09/11/2021 01:50:01 午前,-888.9,0.00,1.51,1013.850
15185,09/11/2021 02:00:01 午前,-888.9,0.00,1.51,1013.850
15186,09/11/2021 02:10:01 午前,-888.9,0.00,1.51,1013.850
15187,09/11/2021 02:20:01 午前,-888.9,0.00,1.51,1013.550
15188,09/11/2021 02:30:01 午前,-888.9,0.00,1.51,1013.650
15189,09/11/2021 02:40:01 午前,-888.9,0.00,0.50,1013.650
15190,09/11/2021 02:50:01 午前,-888.9,0.00,1.51,1013.450
15191,09/11/2021 03:00:01 午前,-888.9,0.00,1.51,1013.650
15192,09/11/2021 03:10:01 午前,-888.9,0.00,1.01,1013.750
15193,09/11/2021 03:20:01 午前,-888.9,0.00,1.51,1013.650
15194,09/11/2021 03:30:01 午前,-888.9,0.00,1.51,1013.650
15195,09/11/2021 03:40:01 午前,-888.9,0.00,1.01,1013.450
15196,09/11/2021 03:50:01 午前,-888.9,0.00,1.01,1013.450
15197,09/11/2021 04:00:01 午前,-888.9,0.00,1.51,1013.350
15198,09/11/2021 04:10:01 午前,-888.9,0.00,2.01,1013.250
15199,09/11/2021 04:20:01 午前,-888.9,0.00,1.01,1013.550
15200,09/11/2021 04:30:01 午前,-888.9,0.00,0.00,1013.350
15201,09/11/2021 04:40:01 午前,-888.9,0.00,0.50,1013.450
15202,09/11/2021 04:50:01 午前,-888.9,0.00,0.50,1013.450
15203,09/11/2021 05:00:01 午前,-888.9,0.00,2.01,1013.450
15204,09/11/2021 05:10:01 午前,-888.9,0.00,1.01,1013.550
15205,09/11/2021 05:20:01 午前,-888.9,0.00,1.01,1013.550
15206,09/11/2021 05:30:01 午前,-888.9,0.00,2.01,1013.450
15207,09/11/2021 05:40:01 午前,-888.9,0.00,2.01,1013.350
15208,09/11/2021 05:50:01 午前,-888.9,0.00,1.51,1013.250
15209,09/11/2021 06:00:01 午前,-888.9,0.50,3.02,1013.150
15210,09/11/2021 06:10:01 午前,-888.9,0.50,3.02,1013.050
15211,09/11/2021 06:20:01 午前,-888.9,0.50,3.52,1012.950
15212,09/11/2021 06:30:01 午前,-888.9,0.00,2.01,1012.950
15213,09/11/2021 06:40:01 午前,-888.9,0.00,2.52,1013.150
15214,09/11/2021 06:50:01 午前,-888.9,0.00,2.01,1013.150
15215,09/11/2021 07:00:01 午前,-888.9,0.00,1.01,1013.350
15216,09/11/2021 07:10:01 午前,-888.9,0.00,1.51,1013.450
15217,09/11/2021 07:20:01 午前,-888.9,0.50,1.51,1013.550
15218,09/11/2021 07:30:01 午前,-888.9,1.01,2.52,1012.550
15219,09/11/2021 07:40:01 午前,-888.9,0.50,2.01,1013.250
15220,09/11/2021 07:50:01 午前,-888.9,0.00,2.01,1013.150
15221,09/11/2021 08:00:01 午前,-888.9,0.50,2.01,1013.050
15222,09/11/2021 08:10:01 午前,-888.9,0.50,2.52,1012.850
15223,09/11/2021 08:20:01 午前,-888.9,0.50,2.52,1012.850
15224,09/11/2021 08:30:01 午前,-888.9,0.50,2.01,1013.050
15225,09/11/2021 08:40:01 午前,-888.9,0.00,2.01,1013.150
15226,09/11/2021 08:50:01 午前,-888.9,0.50,2.52,1013.350
15227,09/11/2021 09:00:01 午前,-888.9,0.50,2.01,1013.450
15228,09/11/2021 09:10:01 午前,-888.9,0.00,2.01,1013.450
15229,09/11/2021 09:20:01 午前,-888.9,0.50,2.52,1013.550
15230,09/11/2021 09:30:01 午前,-888.9,0.00,2.01,1013.550
15231,09/11/2021 09:40:01 午前,-888.9,0.00,1.01,1013.550
15232,09/11/2021 09:50:01 午前,-888.9,0.50,1.51,1013.750
15233,09/11/2021 10:00:01 午前,-888.9,0.00,1.01,1013.950
15234,09/11/2021 10:10:01 午前,-888.9,0.00,1.51,1014.150
15235,09/11/2021 10:20:01 午前,-888.9,0.00,1.01,1014.150
15236,09/11/2021 10:30:01 午前,-888.9,0.00,0.50,1014.150
15237,09/11/2021 10:40:01 午前,-888.9,0.50,2.01,1014.350
15238,09/11/2021 10:50:01 午前,-888.9,0.00,1.51,1014.650
15239,09/11/2021 11:00:01 午前,-888.9,0.00,0.50,1014.250
15240,09/11/2021 11:10:01 午前,-888.9,0.00,1.01,1014.250
15241,09/11/2021 11:20:01 午前,-888.9,0.00,1.01,1013.650
15242,09/11/2021 11:30:01 午前,-888.9,0.00,1.51,1013.350
15243,09/11/2021 11:40:01 午前,-888.9,0.50,2.52,1012.550
15244,09/11/2021 11:50:01 午前,-888.9,0.50,2.52,1012.350
15245,09/11/2021 12:00:01 午後,-888.9,1.01,3.02,1012.150
15246,09/11/2021 12:10:01 午後,-888.9,0.50,3.02,1012.050
15247,09/11/2021 12:20:01 午後,-888.9,0.50,2.52,1011.750
15248,09/11/2021 12:30:01 午後,-888.9,0.50,3.52,1011.650
15249,09/11/2021 12:40:01 午後,-888.9,1.01,3.52,1011.650
15250,09/11/2021 12:50:01 午後,-888.9,0.50,2.01,1011.550
15251,09/11/2021 01:00:01 午後,-888.9,0.50,3.02,1011.650
15252,09/11/2021 01:10:01 午後,-888.9,0.00,2.01,1011.550
15253,09/11/2021 01:20:01 午後,-888.9,0.00,2.01,1011.850
15254,09/11/2021 01:30:01 午後,-888.9,0.00,1.01,1011.750
15255,09/11/2021 01:40:01 午後,-888.9,0.00,2.01,1011.750
15256,09/11/2021 01:50:01 午後,-888.9,0.00,1.01,1011.550
15257,09/11/2021 02:00:01 午後,-888.9,0.00,1.01,1011.750
15258,09/11/2021 02:10:01 午後,-888.9,0.00,1.01,1012.050
15259,09/11/2021 02:20:01 午後,-888.9,0.00,2.01,1012.250
15260,09/11/2021 02:30:01 午後,-888.9,0.00,2.01,1011.550
15261,09/11/2021 02:40:01 午後,-888.9,0.00,1.51,1011.750
15262,09/11/2021 02:50:01 午後,-888.9,0.00,1.51,1011.650
15263,09/11/2021 03:00:01 午後,-888.9,0.00,1.01,1011.550
15264,09/11/2021 03:10:01 午後,-888.9,0.00,0.50,1011.350
15265,09/11/2021 03:20:01 午後,-888.9,0.00,1.51,1010.950
15266,09/11/2021 03:30:01 午後,-888.9,0.50,2.01,1010.850
15267,09/11/2021 03:40:01 午後,-888.9,1.01,2.52,1010.650
15268,09/11/2021 03:50:01 午後,-888.9,1.01,3.02,1010.250
15269,09/11/2021 04:00:01 午後,-888.9,0.50,3.02,1010.250
15270,09/11/2021 04:10:01 午後,-888.9,0.50,2.52,1010.650
15271,09/11/2021 04:20:01 午後,-888.9,0.50,2.01,1010.950
15272,09/11/2021 04:30:01 午後,-888.9,0.00,2.01,1011.050
15273,09/11/2021 04:40:01 午後,-888.9,0.00,2.01,1011.250
15274,09/11/2021 04:50:01 午後,-888.9,0.00,1.01,1011.350
15275,09/11/2021 05:00:01 午後,-888.9,0.00,1.01,1011.350
15276,09/11/2021 05:10:01 午後,-888.9,0.00,0.00,1011.750
15277,09/11/2021 05:20:01 午後,-888.9,0.00,1.01,1011.750
15278,09/11/2021 05:30:01 午後,-888.9,0.00,1.01,1011.750
15279,09/11/2021 05:40:01 午後,-888.9,0.00,1.01,1011.850
15280,09/11/2021 05:50:01 午後,-888.9,0.50,1.51,1011.850
15281,09/11/2021 06:00:01 午後,-888.9,1.01,2.01,1011.450
15282,09/11/2021 06:10:01 午後,-888.9,0.00,1.01,1011.350
15283,09/11/2021 06:20:01 午後,-888.9,0.00,1.01,1011.350
15284,09/11/2021 06:30:01 午後,-888.9,0.00,1.01,1011.250
15285,09/11/2021 06:40:01 午後,-888.9,0.00,1.01,1011.350
15286,09/11/2021 06:50:01 午後,-888.9,0.00,1.01,1011.250
15287,09/11/2021 07:00:01 午後,-888.9,0.00,1.51,1011.350
15288,09/11/2021 07:10:01 午後,-888.9,0.00,1.01,1011.650
15289,09/11/2021 07:20:01 午後,-888.9,0.00,2.01,1011.550
15290,09/11/2021 07:30:01 午後,-888.9,1.01,4.03,1010.850
15291,09/11/2021 07:40:01 午後,-888.9,0.00,1.01,1010.750
15292,09/11/2021 07:50:01 午後,-888.9,0.50,3.02,1010.950
15293,09/11/2021 08:00:01 午後,-888.9,0.00,1.51,1011.250
15294,09/11/2021 08:10:01 午後,-888.9,0.00,1.51,1011.250
15295,09/11/2021 08:20:01 午後,-888.9,0.00,1.51,1011.050
15296,09/11/2021 08:30:01 午後,-888.9,0.00,1.01,1011.050
15297,09/11/2021 08:40:01 午後,-888.9,0.00,1.51,1010.950
15298,09/11/2021 08:50:01 午後,-888.9,0.50,2.01,1010.850
15299,09/11/2021 09:00:01 午後,-888.9,0.00,1.51,1010.650
15300,09/11/2021 09:10:01 午後,-888.9,0.00,1.51,1010.850
15301,09/11/2021 09:20:01 午後,-888.9,0.50,2.52,1010.950
15302,09/11/2021 09:30:01 午後,-888.9,0.00,1.51,1010.750
15303,09/11/2021 09:40:01 午後,-888.9,0.00,2.01,1010.750
15304,09/11/2021 09:50:01 午後,-888.9,0.00,1.51,1010.950
15305,09/11/2021 10:00:01 午後,-888.9,0.00,2.52,1011.350
15306,09/11/2021 10:10:01 午後,-888.9,0.00,1.01,1011.350
15307,09/11/2021 10:20:01 午後,-888.9,0.50,2.01,1011.650
15308,09/11/2021 10:30:01 午後,-888.9,0.00,2.01,1011.750
15309,09/11/2021 10:40:01 午後,-888.9,0.50,3.02,1011.750
15310,09/11/2021 10:50:01 午後,-888.9,0.00,1.01,1011.850
15311,09/11/2021 11:00:01 午後,-888.9,0.00,1.51,1012.050
15312,09/11/2021 11:10:01 午後,-888.9,0.00,1.51,1012.250
15313,09/11/2021 11:20:01 午後,-888.9,0.00,1.51,1012.250
15314,09/11/2021 11:30:01 午後,-888.9,0.00,1.01,1012.050
15315,09/11/2021 11:40:01 午後,-888.9,0.00,1.51,1012.150
15316,09/11/2021 11:50:01 午後,-888.9,0.00,1.01,1012.250
15317,09/12/2021 12:00:01 午前,-888.9,0.00,1.01,1012.250
15318,09/12/2021 12:10:01 午前,-888.9,0.00,0.50,1012.150
15319,09/12/2021 12:20:01 午前,-888.9,0.00,1.01,1011.950
15320,09/12/2021 12:30:01 午前,-888.9,0.00,0.50,1011.950
15321,09/12/2021 12:40:01 午前,-888.9,0.00,1.01,1011.650
15322,09/12/2021 12:50:01 午前,-888.9,0.00,0.50,1011.750
15323,09/12/2021 01:00:01 午前,-888.9,0.00,0.50,1011.550
15324,09/12/2021 01:10:01 午前,-888.9,0.00,0.50,1011.450
15325,09/12/2021 01:20:01 午前,-888.9,0.00,0.00,1011.350
15326,09/12/2021 01:30:01 午前,-888.9,0.00,1.01,1011.450
15327,09/12/2021 01:40:01 午前,-888.9,0.00,2.01,1011.150
15328,09/12/2021 01:50:01 午前,-888.9,0.50,2.52,1010.950
15329,09/12/2021 02:00:01 午前,-888.9,0.00,2.52,1011.050
15330,09/12/2021 02:10:01 午前,-888.9,0.00,1.51,1011.050
15331,09/12/2021 02:20:01 午前,-888.9,0.00,1.01,1010.950
15332,09/12/2021 02:30:01 午前,-888.9,0.00,2.52,1010.950
15333,09/12/2021 02:40:01 午前,-888.9,0.00,2.01,1011.150
15334,09/12/2021 02:50:01 午前,-888.9,0.00,1.51,1010.850
15335,09/12/2021 03:00:01 午前,-888.9,0.00,1.51,1010.950
15336,09/12/2021 03:10:01 午前,-888.9,0.00,1.51,1010.950
15337,09/12/2021 03:20:01 午前,-888.9,0.00,1.01,1010.750
15338,09/12/2021 03:30:01 午前,-888.9,0.00,1.51,1010.950
15339,09/12/2021 03:40:01 午前,-888.9,0.00,1.01,1010.750
15340,09/12/2021 03:50:01 午前,-888.9,0.00,1.51,1010.750
15341,09/12/2021 04:00:01 午前,-888.9,0.00,1.01,1010.750
15342,09/12/2021 04:10:01 午前,-888.9,0.00,1.01,1010.850
15343,09/12/2021 04:20:01 午前,-888.9,0.00,1.51,1010.650
15344,09/12/2021 04:30:01 午前,-888.9,0.00,0.50,1010.750
15345,09/12/2021 04:40:01 午前,-888.9,0.00,1.01,1010.750
15346,09/12/2021 04:50:01 午前,-888.9,0.00,2.01,1010.650
15347,09/12/2021 05:00:01 午前,-888.9,0.50,2.52,1010.650
15348,09/12/2021 05:10:01 午前,-888.9,0.00,1.51,1010.750
15349,09/12/2021 05:20:01 午前,-888.9,0.00,1.51,1010.850
15350,09/12/2021 05:30:01 午前,-888.9,0.00,0.50,1010.950
