"プロット タイトル: Microstation_00_ecser_surface_201223"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
3219,01/15/2021 02:20:01 午前,1.2,0.00,0.50,1021.950
3220,01/15/2021 02:30:01 午前,1.2,0.00,0.50,1022.050
3221,01/15/2021 02:40:01 午前,1.2,0.00,0.50,1021.950
3222,01/15/2021 02:50:01 午前,1.2,0.00,1.51,1021.950
3223,01/15/2021 03:00:01 午前,1.2,0.00,1.01,1021.850
3224,01/15/2021 03:10:01 午前,1.2,0.00,0.50,1021.850
3225,01/15/2021 03:20:01 午前,1.2,0.00,1.01,1021.650
3226,01/15/2021 03:30:01 午前,1.2,0.00,1.01,1021.650
3227,01/15/2021 03:40:01 午前,1.2,0.00,1.01,1021.550
3228,01/15/2021 03:50:01 午前,1.2,0.00,0.50,1021.250
3229,01/15/2021 04:00:01 午前,1.2,0.00,0.50,1021.450
3230,01/15/2021 04:10:01 午前,1.2,0.00,1.01,1021.350
3231,01/15/2021 04:20:01 午前,1.2,0.00,0.50,1021.450
3232,01/15/2021 04:30:01 午前,1.2,0.00,1.01,1021.350
3233,01/15/2021 04:40:01 午前,1.2,0.00,0.50,1021.350
3234,01/15/2021 04:50:01 午前,1.2,0.00,0.50,1021.250
3235,01/15/2021 05:00:01 午前,1.2,0.00,1.01,1021.250
3236,01/15/2021 05:10:01 午前,1.2,0.00,0.50,1021.350
3237,01/15/2021 05:20:01 午前,1.2,0.00,1.01,1021.450
3238,01/15/2021 05:30:01 午前,1.2,0.00,1.01,1021.550
3239,01/15/2021 05:40:01 午前,1.2,0.00,1.01,1021.550
3240,01/15/2021 05:50:01 午前,1.2,0.00,0.50,1021.650
3241,01/15/2021 06:00:01 午前,1.2,0.00,0.50,1021.750
3242,01/15/2021 06:10:01 午前,1.2,0.00,0.50,1021.750
3243,01/15/2021 06:20:01 午前,1.2,0.00,0.50,1021.850
3244,01/15/2021 06:30:01 午前,1.2,0.00,0.50,1021.950
3245,01/15/2021 06:40:01 午前,1.2,0.00,0.50,1021.850
3246,01/15/2021 06:50:01 午前,1.2,0.00,0.50,1021.850
3247,01/15/2021 07:00:01 午前,1.2,0.00,0.50,1021.950
3248,01/15/2021 07:10:01 午前,1.2,0.00,0.50,1021.850
3249,01/15/2021 07:20:01 午前,6.2,0.00,0.50,1021.750
3250,01/15/2021 07:30:01 午前,18.7,0.00,0.50,1021.650
3251,01/15/2021 07:40:01 午前,41.2,0.00,0.50,1021.550
3252,01/15/2021 07:50:01 午前,68.7,0.00,0.50,1021.450
3253,01/15/2021 08:00:01 午前,91.2,0.00,1.01,1021.350
3254,01/15/2021 08:10:01 午前,101.2,0.00,0.50,1021.350
3255,01/15/2021 08:20:01 午前,116.2,0.00,1.01,1021.350
3256,01/15/2021 08:30:01 午前,131.2,0.00,0.50,1021.550
3257,01/15/2021 08:40:01 午前,151.2,0.00,0.50,1021.450
3258,01/15/2021 08:50:01 午前,381.2,0.00,0.50,1021.350
3259,01/15/2021 09:00:01 午前,436.2,0.00,1.01,1021.350
3260,01/15/2021 09:10:01 午前,491.2,0.00,0.50,1021.350
3261,01/15/2021 09:20:01 午前,546.2,0.00,0.50,1021.450
3262,01/15/2021 09:30:01 午前,603.7,0.00,0.50,1021.050
3263,01/15/2021 09:40:01 午前,653.7,0.00,0.50,1021.150
3264,01/15/2021 09:50:01 午前,696.2,0.00,1.01,1021.050
3265,01/15/2021 10:00:01 午前,743.7,0.00,1.51,1021.050
3266,01/15/2021 10:10:01 午前,788.7,0.00,0.50,1021.250
3267,01/15/2021 10:20:01 午前,841.2,0.00,2.01,1021.450
3268,01/15/2021 10:30:01 午前,898.7,0.50,2.52,1021.250
3269,01/15/2021 10:40:01 午前,926.2,1.01,3.52,1021.250
3270,01/15/2021 10:50:01 午前,961.2,1.51,4.53,1021.050
3271,01/15/2021 11:00:01 午前,933.7,1.51,5.54,1020.950
3272,01/15/2021 11:10:01 午前,846.2,1.01,4.53,1020.650
3273,01/15/2021 11:20:01 午前,1046.2,1.01,4.53,1020.350
3274,01/15/2021 11:30:01 午前,1046.2,2.01,4.53,1019.950
3275,01/15/2021 11:40:01 午前,1056.2,1.01,5.54,1019.850
3276,01/15/2021 11:50:01 午前,1098.7,2.01,6.04,1019.250
3277,01/15/2021 12:00:01 午後,1081.2,2.52,6.04,1018.550
3278,01/15/2021 12:10:01 午後,1108.7,2.01,7.55,1018.150
3279,01/15/2021 12:20:01 午後,936.2,3.02,8.56,1017.750
3280,01/15/2021 12:30:01 午後,1098.7,2.52,8.56,1017.550
3281,01/15/2021 12:40:01 午後,1101.2,1.51,6.04,1017.950
3282,01/15/2021 12:50:01 午後,1086.2,2.52,8.56,1017.850
3283,01/15/2021 01:00:01 午後,1078.7,1.51,7.05,1017.550
3284,01/15/2021 01:10:01 午後,1073.7,3.02,6.54,1017.350
3285,01/15/2021 01:20:01 午後,1063.7,3.02,9.56,1017.350
3286,01/15/2021 01:30:01 午後,1033.7,2.01,8.56,1017.450
3287,01/15/2021 01:40:01 午後,458.7,1.01,3.52,1017.550
3288,01/15/2021 01:50:01 午後,1043.7,1.51,5.54,1017.450
3289,01/15/2021 02:00:01 午後,1133.7,1.01,4.03,1017.650
3290,01/15/2021 02:10:01 午後,451.2,1.01,3.52,1017.650
3291,01/15/2021 02:20:01 午後,323.7,1.51,6.04,1017.550
3292,01/15/2021 02:30:01 午後,428.7,0.50,4.53,1017.650
3293,01/15/2021 02:40:01 午後,843.7,0.50,2.52,1017.450
3294,01/15/2021 02:50:01 午後,776.2,1.01,5.54,1017.350
3295,01/15/2021 03:00:01 午後,733.7,2.01,5.54,1017.150
3296,01/15/2021 03:10:01 午後,691.2,2.52,6.04,1017.150
3297,01/15/2021 03:20:01 午後,646.2,3.52,7.55,1017.150
3298,01/15/2021 03:30:01 午後,596.2,3.02,7.55,1017.050
3299,01/15/2021 03:40:01 午後,546.2,2.52,5.54,1016.950
3300,01/15/2021 03:50:01 午後,491.2,2.01,6.04,1017.150
3301,01/15/2021 04:00:01 午後,433.7,1.01,5.54,1017.150
3302,01/15/2021 04:10:01 午後,381.2,1.01,4.53,1017.250
3303,01/15/2021 04:20:01 午後,323.7,1.51,5.03,1017.250
3304,01/15/2021 04:30:01 午後,266.2,1.51,4.03,1017.250
3305,01/15/2021 04:40:01 午後,208.7,1.01,4.53,1017.450
3306,01/15/2021 04:50:01 午後,156.2,0.50,4.03,1017.650
3307,01/15/2021 05:00:01 午後,106.2,0.50,5.03,1017.850
3308,01/15/2021 05:10:01 午後,66.2,0.50,3.52,1017.650
3309,01/15/2021 05:20:01 午後,41.2,0.50,2.52,1017.550
3310,01/15/2021 05:30:01 午後,18.7,0.50,2.01,1017.750
3311,01/15/2021 05:40:01 午後,6.2,0.50,1.51,1017.850
3312,01/15/2021 05:50:01 午後,1.2,0.50,2.01,1017.950
3313,01/15/2021 06:00:01 午後,1.2,0.00,2.01,1017.950
3314,01/15/2021 06:10:01 午後,1.2,0.50,2.52,1017.950
3315,01/15/2021 06:20:01 午後,1.2,0.50,1.51,1017.850
3316,01/15/2021 06:30:01 午後,1.2,0.50,2.52,1017.850
3317,01/15/2021 06:40:01 午後,1.2,0.50,3.52,1017.650
3318,01/15/2021 06:50:01 午後,1.2,0.50,2.01,1017.550
3319,01/15/2021 07:00:01 午後,1.2,0.50,2.01,1017.450
3320,01/15/2021 07:10:01 午後,1.2,0.00,1.51,1017.550
3321,01/15/2021 07:20:01 午後,1.2,0.00,2.01,1017.450
3322,01/15/2021 07:30:01 午後,1.2,0.00,1.01,1017.550
3323,01/15/2021 07:40:01 午後,1.2,0.00,1.01,1017.550
3324,01/15/2021 07:50:01 午後,1.2,0.00,1.51,1017.550
3325,01/15/2021 08:00:01 午後,1.2,0.00,1.51,1017.450
3326,01/15/2021 08:10:01 午後,1.2,0.00,1.51,1017.550
3327,01/15/2021 08:20:01 午後,1.2,0.00,1.01,1017.450
3328,01/15/2021 08:30:01 午後,1.2,0.00,0.50,1017.550
3329,01/15/2021 08:40:01 午後,1.2,0.00,1.01,1017.550
3330,01/15/2021 08:50:01 午後,1.2,0.00,1.51,1017.150
3331,01/15/2021 09:00:01 午後,1.2,0.00,1.01,1016.950
3332,01/15/2021 09:10:01 午後,1.2,0.00,1.01,1017.050
3333,01/15/2021 09:20:01 午後,1.2,0.00,1.01,1016.750
3334,01/15/2021 09:30:01 午後,1.2,0.00,1.01,1016.750
3335,01/15/2021 09:40:01 午後,1.2,0.00,1.01,1016.750
3336,01/15/2021 09:50:01 午後,1.2,0.00,1.51,1016.550
3337,01/15/2021 10:00:01 午後,1.2,0.00,1.51,1016.550
3338,01/15/2021 10:10:01 午後,1.2,0.00,1.01,1016.450
3339,01/15/2021 10:20:01 午後,1.2,0.00,2.01,1016.650
3340,01/15/2021 10:30:01 午後,1.2,0.00,1.51,1016.750
3341,01/15/2021 10:40:01 午後,1.2,0.00,1.51,1016.550
3342,01/15/2021 10:50:01 午後,1.2,0.00,1.01,1016.450
3343,01/15/2021 11:00:01 午後,1.2,0.00,0.50,1016.450
3344,01/15/2021 11:10:01 午後,1.2,0.00,2.01,1016.350
3345,01/15/2021 11:20:01 午後,1.2,0.00,1.01,1016.250
3346,01/15/2021 11:30:01 午後,1.2,0.00,1.51,1016.450
3347,01/15/2021 11:40:01 午後,1.2,0.00,2.01,1016.150
3348,01/15/2021 11:50:01 午後,1.2,0.50,3.02,1016.150
3349,01/16/2021 12:00:01 午前,1.2,1.01,3.52,1016.150
3350,01/16/2021 12:10:01 午前,1.2,1.51,4.53,1016.250
3351,01/16/2021 12:20:01 午前,1.2,1.01,3.52,1016.350
3352,01/16/2021 12:30:01 午前,1.2,1.51,5.03,1016.150
3353,01/16/2021 12:40:01 午前,1.2,2.52,6.04,1016.350
3354,01/16/2021 12:50:01 午前,1.2,3.02,6.04,1016.450
3355,01/16/2021 01:00:01 午前,1.2,2.52,7.05,1016.450
3356,01/16/2021 01:10:01 午前,1.2,0.50,3.02,1016.450
3357,01/16/2021 01:20:01 午前,1.2,0.00,1.51,1016.350
3358,01/16/2021 01:30:01 午前,1.2,0.00,1.51,1016.150
3359,01/16/2021 01:40:01 午前,1.2,0.00,1.51,1016.450
3360,01/16/2021 01:50:01 午前,1.2,0.00,1.51,1016.550
3361,01/16/2021 02:00:01 午前,1.2,0.00,1.51,1016.650
3362,01/16/2021 02:10:01 午前,1.2,0.50,3.52,1016.550
3363,01/16/2021 02:20:01 午前,1.2,1.01,4.03,1016.750
3364,01/16/2021 02:30:01 午前,1.2,1.01,4.03,1016.850
3365,01/16/2021 02:40:01 午前,1.2,1.51,4.03,1016.950
3366,01/16/2021 02:50:01 午前,1.2,0.50,4.03,1016.950
3367,01/16/2021 03:00:01 午前,1.2,1.51,5.03,1016.850
3368,01/16/2021 03:10:01 午前,1.2,1.51,4.53,1016.850
3369,01/16/2021 03:20:01 午前,1.2,2.01,5.03,1017.150
3370,01/16/2021 03:30:01 午前,1.2,2.01,6.04,1017.350
3371,01/16/2021 03:40:01 午前,1.2,2.52,5.54,1017.250
3372,01/16/2021 03:50:01 午前,1.2,2.01,5.54,1017.250
3373,01/16/2021 04:00:01 午前,1.2,1.01,3.02,1017.450
3374,01/16/2021 04:10:01 午前,1.2,1.51,6.04,1017.250
3375,01/16/2021 04:20:01 午前,1.2,1.51,4.03,1017.050
3376,01/16/2021 04:30:01 午前,1.2,2.01,6.04,1017.350
3377,01/16/2021 04:40:01 午前,1.2,2.01,5.54,1017.350
3378,01/16/2021 04:50:01 午前,1.2,1.01,4.53,1017.450
3379,01/16/2021 05:00:01 午前,1.2,1.51,4.03,1017.550
3380,01/16/2021 05:10:01 午前,1.2,2.01,4.53,1017.750
3381,01/16/2021 05:20:01 午前,1.2,1.01,3.02,1018.050
3382,01/16/2021 05:30:01 午前,1.2,1.01,3.52,1017.850
3383,01/16/2021 05:40:01 午前,1.2,0.50,4.03,1018.050
3384,01/16/2021 05:50:01 午前,1.2,1.01,3.52,1018.350
3385,01/16/2021 06:00:01 午前,1.2,1.01,4.03,1018.350
3386,01/16/2021 06:10:01 午前,1.2,1.01,3.52,1018.250
3387,01/16/2021 06:20:01 午前,1.2,1.01,3.02,1018.050
3388,01/16/2021 06:30:01 午前,1.2,0.50,3.02,1017.850
3389,01/16/2021 06:40:01 午前,1.2,0.00,1.51,1017.350
3390,01/16/2021 06:50:01 午前,1.2,0.00,1.01,1017.450
3391,01/16/2021 07:00:01 午前,1.2,0.00,0.50,1018.050
3392,01/16/2021 07:10:01 午前,1.2,0.00,1.01,1018.050
3393,01/16/2021 07:20:01 午前,6.2,0.00,1.51,1017.750
3394,01/16/2021 07:30:01 午前,18.7,0.00,2.01,1017.850
3395,01/16/2021 07:40:01 午前,33.7,0.00,1.01,1018.050
3396,01/16/2021 07:50:01 午前,33.7,0.00,1.51,1018.450
3397,01/16/2021 08:00:01 午前,28.7,1.01,4.53,1018.950
3398,01/16/2021 08:10:01 午前,41.2,1.51,4.53,1019.050
3399,01/16/2021 08:20:01 午前,53.7,2.52,5.54,1019.450
3400,01/16/2021 08:30:01 午前,88.7,2.52,6.54,1019.650
3401,01/16/2021 08:40:01 午前,96.2,2.01,6.04,1019.950
3402,01/16/2021 08:50:01 午前,148.7,1.51,4.53,1020.250
3403,01/16/2021 09:00:01 午前,111.2,1.01,4.53,1020.550
3404,01/16/2021 09:10:01 午前,93.7,1.51,5.03,1020.550
3405,01/16/2021 09:20:01 午前,111.2,2.01,6.04,1020.950
3406,01/16/2021 09:30:01 午前,163.7,1.51,4.53,1021.050
3407,01/16/2021 09:40:01 午前,213.7,1.51,4.53,1020.950
3408,01/16/2021 09:50:01 午前,563.7,1.01,4.03,1021.150
3409,01/16/2021 10:00:01 午前,653.7,2.52,6.04,1021.150
3410,01/16/2021 10:10:01 午前,711.2,2.01,4.53,1021.050
3411,01/16/2021 10:20:01 午前,718.7,2.01,5.03,1021.150
3412,01/16/2021 10:30:01 午前,816.2,2.01,5.03,1020.950
3413,01/16/2021 10:40:01 午前,833.7,2.52,5.54,1021.050
3414,01/16/2021 10:50:01 午前,893.7,2.52,5.54,1021.050
3415,01/16/2021 11:00:01 午前,921.2,3.02,7.55,1020.650
3416,01/16/2021 11:10:01 午前,978.7,3.02,7.05,1020.750
3417,01/16/2021 11:20:01 午前,1008.7,3.02,5.54,1020.950
3418,01/16/2021 11:30:01 午前,1026.2,2.52,5.54,1020.850
3419,01/16/2021 11:40:01 午前,1018.7,2.52,5.03,1020.550
3420,01/16/2021 11:50:01 午前,1008.7,2.01,5.03,1020.250
3421,01/16/2021 12:00:01 午後,1058.7,1.51,4.53,1020.350
3422,01/16/2021 12:10:01 午後,1088.7,2.01,5.03,1020.250
3423,01/16/2021 12:20:01 午後,1098.7,2.52,5.54,1019.650
3424,01/16/2021 12:30:01 午後,1076.2,2.52,5.03,1019.550
3425,01/16/2021 12:40:01 午後,843.7,2.01,4.53,1019.450
3426,01/16/2021 12:50:01 午後,1111.2,1.51,4.53,1019.550
3427,01/16/2021 01:00:01 午後,1103.7,1.51,5.03,1019.050
3428,01/16/2021 01:10:01 午後,868.7,2.52,4.53,1019.050
3429,01/16/2021 01:20:01 午後,966.2,2.01,5.03,1018.850
3430,01/16/2021 01:30:01 午後,1018.7,2.52,5.54,1018.950
3431,01/16/2021 01:40:01 午後,753.7,2.52,5.54,1019.050
3432,01/16/2021 01:50:01 午後,958.7,2.52,5.54,1019.250
3433,01/16/2021 02:00:01 午後,758.7,2.01,5.03,1019.250
3434,01/16/2021 02:10:01 午後,891.2,1.51,3.52,1019.150
3435,01/16/2021 02:20:01 午後,831.2,2.01,4.03,1019.250
3436,01/16/2021 02:30:01 午後,798.7,2.01,5.54,1019.050
3437,01/16/2021 02:40:01 午後,838.7,2.52,6.54,1018.850
3438,01/16/2021 02:50:01 午後,808.7,1.51,4.03,1018.750
3439,01/16/2021 03:00:01 午後,731.2,2.52,5.54,1018.950
3440,01/16/2021 03:10:01 午後,661.2,2.52,6.04,1018.950
3441,01/16/2021 03:20:01 午後,588.7,2.01,5.54,1018.750
3442,01/16/2021 03:30:01 午後,548.7,2.52,5.03,1019.050
3443,01/16/2021 03:40:01 午後,526.2,3.02,5.54,1019.250
3444,01/16/2021 03:50:01 午後,476.2,3.02,6.04,1019.350
3445,01/16/2021 04:00:01 午後,411.2,3.52,5.54,1019.450
3446,01/16/2021 04:10:01 午後,356.2,3.02,6.04,1019.850
3447,01/16/2021 04:20:01 午後,308.7,3.02,6.04,1019.950
3448,01/16/2021 04:30:01 午後,261.2,3.02,5.54,1019.950
3449,01/16/2021 04:40:01 午後,201.2,3.02,5.03,1020.050
3450,01/16/2021 04:50:01 午後,146.2,2.52,5.03,1020.350
3451,01/16/2021 05:00:01 午後,66.2,2.01,5.54,1020.350
3452,01/16/2021 05:10:01 午後,66.2,2.01,4.53,1020.550
3453,01/16/2021 05:20:01 午後,41.2,2.52,4.53,1020.950
3454,01/16/2021 05:30:01 午後,18.7,1.51,4.03,1021.050
3455,01/16/2021 05:40:01 午後,3.7,2.01,4.53,1021.350
3456,01/16/2021 05:50:01 午後,1.2,2.01,4.03,1021.550
3457,01/16/2021 06:00:01 午後,1.2,2.01,4.53,1021.450
3458,01/16/2021 06:10:01 午後,1.2,1.01,3.02,1021.650
3459,01/16/2021 06:20:01 午後,1.2,1.01,3.52,1022.050
3460,01/16/2021 06:30:01 午後,1.2,1.51,3.52,1021.950
3461,01/16/2021 06:40:01 午後,1.2,1.01,3.52,1021.750
3462,01/16/2021 06:50:01 午後,1.2,0.50,3.02,1022.150
3463,01/16/2021 07:00:01 午後,1.2,0.50,2.01,1022.350
3464,01/16/2021 07:10:01 午後,1.2,0.50,3.02,1022.050
3465,01/16/2021 07:20:01 午後,1.2,1.01,3.02,1022.050
3466,01/16/2021 07:30:01 午後,1.2,1.51,4.03,1022.150
3467,01/16/2021 07:40:01 午後,1.2,2.01,6.04,1022.050
3468,01/16/2021 07:50:01 午後,1.2,1.01,3.52,1022.250
3469,01/16/2021 08:00:01 午後,1.2,0.50,4.03,1022.450
3470,01/16/2021 08:10:01 午後,1.2,0.50,3.52,1022.550
3471,01/16/2021 08:20:01 午後,1.2,0.50,3.02,1022.550
3472,01/16/2021 08:30:01 午後,1.2,1.01,3.52,1022.750
3473,01/16/2021 08:40:01 午後,1.2,0.50,2.52,1022.750
3474,01/16/2021 08:50:01 午後,1.2,0.50,3.52,1022.850
3475,01/16/2021 09:00:01 午後,1.2,0.50,3.52,1022.850
3476,01/16/2021 09:10:01 午後,1.2,1.01,3.02,1022.650
3477,01/16/2021 09:20:01 午後,1.2,1.51,4.03,1022.850
3478,01/16/2021 09:30:01 午後,1.2,0.50,3.02,1023.150
3479,01/16/2021 09:40:01 午後,1.2,0.50,2.52,1023.050
3480,01/16/2021 09:50:01 午後,1.2,0.50,3.52,1023.150
3481,01/16/2021 10:00:01 午後,1.2,0.50,3.52,1023.050
3482,01/16/2021 10:10:01 午後,1.2,1.01,4.03,1022.950
3483,01/16/2021 10:20:01 午後,1.2,1.01,3.52,1023.150
3484,01/16/2021 10:30:01 午後,1.2,0.00,2.52,1023.050
3485,01/16/2021 10:40:01 午後,1.2,0.50,3.02,1022.950
3486,01/16/2021 10:50:01 午後,1.2,0.50,3.52,1023.350
3487,01/16/2021 11:00:01 午後,1.2,1.51,5.03,1023.250
3488,01/16/2021 11:10:01 午後,1.2,2.01,5.03,1022.950
3489,01/16/2021 11:20:01 午後,1.2,2.01,4.53,1022.850
3490,01/16/2021 11:30:01 午後,1.2,1.51,4.03,1022.850
3491,01/16/2021 11:40:01 午後,1.2,1.01,3.02,1022.750
3492,01/16/2021 11:50:01 午後,1.2,1.01,4.03,1022.950
3493,01/17/2021 12:00:01 午前,1.2,1.01,3.52,1023.050
3494,01/17/2021 12:10:01 午前,1.2,1.01,4.53,1023.150
3495,01/17/2021 12:20:01 午前,1.2,1.51,4.53,1023.350
3496,01/17/2021 12:30:01 午前,1.2,1.51,4.03,1023.250
3497,01/17/2021 12:40:01 午前,1.2,2.01,4.53,1023.250
3498,01/17/2021 12:50:01 午前,1.2,1.01,4.03,1023.450
3499,01/17/2021 01:00:01 午前,1.2,1.01,5.03,1023.350
3500,01/17/2021 01:10:01 午前,1.2,1.01,4.53,1023.450
3501,01/17/2021 01:20:01 午前,1.2,1.01,3.52,1023.650
3502,01/17/2021 01:30:01 午前,1.2,1.01,6.04,1023.950
3503,01/17/2021 01:40:01 午前,1.2,1.01,4.03,1023.950
3504,01/17/2021 01:50:01 午前,1.2,1.01,5.03,1023.850
3505,01/17/2021 02:00:01 午前,1.2,1.01,4.03,1023.750
3506,01/17/2021 02:10:01 午前,1.2,1.51,5.03,1023.950
3507,01/17/2021 02:20:01 午前,1.2,1.51,3.52,1024.050
3508,01/17/2021 02:30:01 午前,1.2,1.51,5.03,1024.250
3509,01/17/2021 02:40:01 午前,1.2,2.01,4.53,1024.250
3510,01/17/2021 02:50:01 午前,1.2,2.52,5.54,1024.150
3511,01/17/2021 03:00:01 午前,1.2,2.01,4.53,1024.050
3512,01/17/2021 03:10:01 午前,1.2,2.01,4.53,1024.050
3513,01/17/2021 03:20:01 午前,1.2,1.51,4.53,1024.150
3514,01/17/2021 03:30:01 午前,1.2,2.01,5.03,1023.950
3515,01/17/2021 03:40:01 午前,1.2,1.51,6.04,1023.950
3516,01/17/2021 03:50:01 午前,1.2,1.01,4.03,1023.950
3517,01/17/2021 04:00:01 午前,1.2,1.51,4.03,1024.150
3518,01/17/2021 04:10:01 午前,1.2,1.51,4.03,1023.950
3519,01/17/2021 04:20:01 午前,1.2,1.01,5.03,1024.050
3520,01/17/2021 04:30:01 午前,1.2,1.01,3.02,1024.250
3521,01/17/2021 04:40:01 午前,1.2,1.01,4.03,1024.350
3522,01/17/2021 04:50:01 午前,1.2,0.50,3.52,1024.450
3523,01/17/2021 05:00:01 午前,1.2,1.01,4.03,1024.450
3524,01/17/2021 05:10:01 午前,1.2,1.01,4.03,1024.750
3525,01/17/2021 05:20:01 午前,1.2,1.01,2.52,1024.750
3526,01/17/2021 05:30:01 午前,1.2,1.01,3.02,1024.950
3527,01/17/2021 05:40:01 午前,1.2,1.51,4.53,1025.450
3528,01/17/2021 05:50:01 午前,1.2,2.01,5.03,1025.350
3529,01/17/2021 06:00:01 午前,1.2,2.52,5.03,1025.450
3530,01/17/2021 06:10:01 午前,1.2,1.51,4.03,1025.550
3531,01/17/2021 06:20:01 午前,1.2,2.01,5.54,1025.550
3532,01/17/2021 06:30:01 午前,1.2,2.01,5.54,1025.950
3533,01/17/2021 06:40:01 午前,1.2,1.01,4.03,1025.750
3534,01/17/2021 06:50:01 午前,1.2,1.51,3.52,1025.850
3535,01/17/2021 07:00:01 午前,1.2,2.01,4.53,1025.950
3536,01/17/2021 07:10:01 午前,1.2,2.01,5.54,1025.950
3537,01/17/2021 07:20:01 午前,3.7,2.01,4.53,1025.950
3538,01/17/2021 07:30:01 午前,6.2,2.52,4.53,1025.950
3539,01/17/2021 07:40:01 午前,16.2,2.01,4.53,1025.950
3540,01/17/2021 07:50:01 午前,26.2,1.51,4.03,1026.050
3541,01/17/2021 08:00:01 午前,68.7,2.01,4.53,1026.150
3542,01/17/2021 08:10:01 午前,91.2,2.01,5.03,1025.950
3543,01/17/2021 08:20:01 午前,173.7,1.51,4.53,1025.950
3544,01/17/2021 08:30:01 午前,123.7,1.01,4.03,1025.950
3545,01/17/2021 08:40:01 午前,131.2,2.01,5.03,1026.150
3546,01/17/2021 08:50:01 午前,156.2,1.51,4.53,1026.250
3547,01/17/2021 09:00:01 午前,436.2,1.51,3.52,1026.350
3548,01/17/2021 09:10:01 午前,458.7,2.01,4.53,1026.250
3549,01/17/2021 09:20:01 午前,231.2,2.01,5.03,1026.450
3550,01/17/2021 09:30:01 午前,276.2,2.52,7.05,1026.750
3551,01/17/2021 09:40:01 午前,316.2,3.52,7.05,1026.650
3552,01/17/2021 09:50:01 午前,248.7,3.02,7.05,1026.650
3553,01/17/2021 10:00:01 午前,291.2,2.52,5.54,1026.550
3554,01/17/2021 10:10:01 午前,286.2,3.02,6.04,1026.750
3555,01/17/2021 10:20:01 午前,258.7,2.01,6.04,1026.750
3556,01/17/2021 10:30:01 午前,241.2,2.52,6.04,1026.750
3557,01/17/2021 10:40:01 午前,203.7,2.52,6.54,1026.950
3558,01/17/2021 10:50:01 午前,303.7,2.52,6.04,1026.750
3559,01/17/2021 11:00:01 午前,1213.7,2.52,6.04,1026.150
3560,01/17/2021 11:10:01 午前,353.7,2.01,5.54,1026.150
3561,01/17/2021 11:20:01 午前,331.2,2.52,5.54,1026.350
3562,01/17/2021 11:30:01 午前,493.7,3.52,7.55,1026.150
3563,01/17/2021 11:40:01 午前,358.7,3.02,8.56,1026.250
3564,01/17/2021 11:50:01 午前,783.7,3.02,6.54,1025.950
3565,01/17/2021 12:00:01 午後,641.2,4.03,7.55,1025.850
3566,01/17/2021 12:10:01 午後,308.7,3.52,7.55,1025.950
3567,01/17/2021 12:20:01 午後,341.2,2.52,6.04,1025.750
3568,01/17/2021 12:30:01 午後,396.2,3.52,7.55,1025.750
3569,01/17/2021 12:40:01 午後,283.7,3.52,7.55,1025.550
3570,01/17/2021 12:50:01 午後,316.2,3.52,7.05,1025.550
3571,01/17/2021 01:00:01 午後,1473.7,3.02,8.56,1024.950
3572,01/17/2021 01:10:01 午後,351.2,2.52,5.54,1025.150
3573,01/17/2021 01:20:01 午後,648.7,3.02,7.05,1024.750
3574,01/17/2021 01:30:01 午後,358.7,1.51,5.03,1024.450
3575,01/17/2021 01:40:01 午後,483.7,3.02,7.55,1024.450
3576,01/17/2021 01:50:01 午後,281.2,2.52,6.04,1024.450
3577,01/17/2021 02:00:01 午後,398.7,3.02,6.04,1024.650
3578,01/17/2021 02:10:01 午後,1033.7,3.52,8.05,1024.450
3579,01/17/2021 02:20:01 午後,318.7,4.03,8.56,1024.550
3580,01/17/2021 02:30:01 午後,338.7,3.02,7.05,1024.450
3581,01/17/2021 02:40:01 午後,346.2,3.02,7.05,1024.550
3582,01/17/2021 02:50:01 午後,466.2,3.02,6.54,1024.450
3583,01/17/2021 03:00:01 午後,263.7,3.02,5.54,1024.350
3584,01/17/2021 03:10:01 午後,923.7,2.52,6.54,1024.150
3585,01/17/2021 03:20:01 午後,281.2,2.52,5.54,1024.250
3586,01/17/2021 03:30:01 午後,263.7,2.52,5.54,1024.450
3587,01/17/2021 03:40:01 午後,168.7,2.52,6.04,1024.450
3588,01/17/2021 03:50:01 午後,201.2,2.01,4.53,1024.450
3589,01/17/2021 04:00:01 午後,178.7,1.51,5.54,1024.550
3590,01/17/2021 04:10:01 午後,103.7,1.01,4.53,1024.650
3591,01/17/2021 04:20:01 午後,106.2,1.51,5.54,1024.850
3592,01/17/2021 04:30:01 午後,126.2,1.01,4.03,1024.750
3593,01/17/2021 04:40:01 午後,96.2,1.51,4.53,1024.850
3594,01/17/2021 04:50:01 午後,78.7,1.51,3.52,1024.850
3595,01/17/2021 05:00:01 午後,53.7,1.01,3.52,1024.850
3596,01/17/2021 05:10:01 午後,41.2,0.50,3.02,1025.050
3597,01/17/2021 05:20:01 午後,31.2,1.51,4.53,1024.950
3598,01/17/2021 05:30:01 午後,18.7,1.51,4.03,1025.350
3599,01/17/2021 05:40:01 午後,6.2,1.51,4.03,1025.350
3600,01/17/2021 05:50:01 午後,1.2,1.51,4.03,1025.450
3601,01/17/2021 06:00:01 午後,1.2,1.01,3.52,1025.450
3602,01/17/2021 06:10:01 午後,1.2,0.00,2.01,1025.650
3603,01/17/2021 06:20:01 午後,1.2,1.01,3.02,1025.650
