"プロット タイトル: Microstation_00_ecser_surface_201007"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
1281,10/16/2020 11:20:01 午前,588.7,0.50,3.02,1019.850
1282,10/16/2020 11:30:01 午前,806.2,1.51,4.03,1019.350
1283,10/16/2020 11:40:01 午前,776.2,0.50,3.02,1019.450
1284,10/16/2020 11:50:01 午前,643.7,0.50,2.52,1019.150
1285,10/16/2020 12:00:01 午後,913.7,0.50,2.52,1019.050
1286,10/16/2020 12:10:01 午後,873.7,1.01,3.02,1018.950
1287,10/16/2020 12:20:01 午後,756.2,1.01,4.03,1018.950
1288,10/16/2020 12:30:01 午後,713.7,1.01,4.03,1018.650
1289,10/16/2020 12:40:01 午後,771.2,1.51,4.53,1018.350
1290,10/16/2020 12:50:01 午後,911.2,1.01,4.03,1018.150
1291,10/16/2020 01:00:01 午後,656.2,1.51,5.03,1018.250
1292,10/16/2020 01:10:01 午後,703.7,1.51,4.53,1018.250
1293,10/16/2020 01:20:01 午後,738.7,1.51,4.03,1017.950
1294,10/16/2020 01:30:01 午後,726.2,1.01,3.52,1017.950
1295,10/16/2020 01:40:01 午後,848.7,1.51,5.03,1017.650
1296,10/16/2020 01:50:01 午後,636.2,1.51,4.53,1017.550
1297,10/16/2020 02:00:01 午後,898.7,1.01,3.52,1017.550
1298,10/16/2020 02:10:01 午後,531.2,1.01,4.53,1017.550
1299,10/16/2020 02:20:01 午後,386.2,1.01,3.52,1017.550
1300,10/16/2020 02:30:01 午後,443.7,1.01,4.03,1017.550
1301,10/16/2020 02:40:01 午後,343.7,1.51,4.53,1017.550
1302,10/16/2020 02:50:01 午後,281.2,1.01,4.03,1017.550
1303,10/16/2020 03:00:01 午後,403.7,1.01,3.52,1017.550
1304,10/16/2020 03:10:01 午後,351.2,1.51,4.03,1017.550
1305,10/16/2020 03:20:01 午後,253.7,1.51,4.03,1017.650
1306,10/16/2020 03:30:01 午後,198.7,1.01,3.52,1017.550
1307,10/16/2020 03:40:01 午後,178.7,0.50,3.02,1017.650
1308,10/16/2020 03:50:01 午後,188.7,0.00,2.01,1017.650
1309,10/16/2020 04:00:01 午後,168.7,0.00,1.51,1017.950
1310,10/16/2020 04:10:01 午後,163.7,0.00,2.52,1018.050
1311,10/16/2020 04:20:01 午後,133.7,0.50,2.52,1018.050
1312,10/16/2020 04:30:01 午後,108.7,0.00,2.01,1017.950
1313,10/16/2020 04:40:01 午後,81.2,0.00,2.01,1017.750
1314,10/16/2020 04:50:01 午後,66.2,0.50,2.52,1017.450
1315,10/16/2020 05:00:01 午後,41.2,0.50,3.02,1017.450
1316,10/16/2020 05:10:01 午後,41.2,1.01,3.52,1017.450
1317,10/16/2020 05:20:01 午後,23.7,0.50,4.03,1017.550
1318,10/16/2020 05:30:01 午後,6.2,1.01,4.03,1017.650
1319,10/16/2020 05:40:01 午後,1.2,1.01,3.52,1017.450
1320,10/16/2020 05:50:01 午後,1.2,0.50,2.52,1017.350
1321,10/16/2020 06:00:01 午後,1.2,1.01,3.52,1017.350
1322,10/16/2020 06:10:01 午後,1.2,0.50,3.02,1017.350
1323,10/16/2020 06:20:01 午後,1.2,0.50,3.02,1017.450
1324,10/16/2020 06:30:01 午後,1.2,1.01,3.02,1017.550
1325,10/16/2020 06:40:01 午後,1.2,1.01,2.52,1017.650
1326,10/16/2020 06:50:01 午後,1.2,1.01,4.03,1017.950
1327,10/16/2020 07:00:01 午後,1.2,1.51,5.54,1017.850
1328,10/16/2020 07:10:01 午後,1.2,1.51,4.03,1018.050
1329,10/16/2020 07:20:01 午後,1.2,1.51,4.53,1018.050
1330,10/16/2020 07:30:01 午後,1.2,1.51,5.03,1018.050
1331,10/16/2020 07:40:01 午後,1.2,1.51,5.03,1018.450
1332,10/16/2020 07:50:01 午後,1.2,2.52,6.04,1018.650
1333,10/16/2020 08:00:01 午後,1.2,2.01,5.54,1018.950
1334,10/16/2020 08:10:01 午後,1.2,2.01,6.54,1018.850
1335,10/16/2020 08:20:01 午後,1.2,2.01,5.03,1019.150
1336,10/16/2020 08:30:01 午後,1.2,2.01,5.54,1019.350
1337,10/16/2020 08:40:01 午後,1.2,2.01,6.54,1019.650
1338,10/16/2020 08:50:01 午後,1.2,2.52,7.05,1019.750
1339,10/16/2020 09:00:01 午後,1.2,2.52,6.04,1019.850
1340,10/16/2020 09:10:01 午後,1.2,2.01,6.04,1019.850
1341,10/16/2020 09:20:01 午後,1.2,2.01,6.04,1019.750
1342,10/16/2020 09:30:01 午後,1.2,2.01,5.54,1019.550
1343,10/16/2020 09:40:01 午後,1.2,2.01,5.54,1019.650
1344,10/16/2020 09:50:01 午後,1.2,2.01,6.54,1019.950
1345,10/16/2020 10:00:01 午後,1.2,2.01,5.54,1020.050
1346,10/16/2020 10:10:01 午後,1.2,2.01,5.03,1020.250
1347,10/16/2020 10:20:01 午後,1.2,2.01,7.55,1020.250
1348,10/16/2020 10:30:01 午後,1.2,2.01,7.05,1020.250
1349,10/16/2020 10:40:01 午後,1.2,2.01,6.04,1020.350
1350,10/16/2020 10:50:01 午後,1.2,2.01,5.54,1020.250
1351,10/16/2020 11:00:01 午後,1.2,1.51,5.03,1020.250
1352,10/16/2020 11:10:01 午後,1.2,1.51,5.54,1020.250
1353,10/16/2020 11:20:01 午後,1.2,2.52,6.54,1019.950
1354,10/16/2020 11:30:01 午後,1.2,2.01,5.54,1019.850
1355,10/16/2020 11:40:01 午後,1.2,1.51,5.54,1020.050
1356,10/16/2020 11:50:01 午後,1.2,2.01,5.03,1020.250
1357,10/17/2020 12:00:01 午前,1.2,2.01,6.54,1020.250
1358,10/17/2020 12:10:01 午前,1.2,1.51,5.03,1020.150
1359,10/17/2020 12:20:01 午前,1.2,1.51,5.54,1020.250
1360,10/17/2020 12:30:01 午前,1.2,2.01,6.04,1020.250
1361,10/17/2020 12:40:01 午前,1.2,1.51,5.03,1020.150
1362,10/17/2020 12:50:01 午前,1.2,1.51,5.03,1020.150
1363,10/17/2020 01:00:01 午前,1.2,1.01,4.53,1019.950
1364,10/17/2020 01:10:01 午前,1.2,1.01,3.52,1019.850
1365,10/17/2020 01:20:01 午前,1.2,1.01,4.03,1019.950
1366,10/17/2020 01:30:01 午前,1.2,1.51,4.53,1020.150
1367,10/17/2020 01:40:01 午前,1.2,1.51,4.53,1020.150
1368,10/17/2020 01:50:01 午前,1.2,1.51,5.54,1020.250
1369,10/17/2020 02:00:01 午前,1.2,1.01,5.03,1020.150
1370,10/17/2020 02:10:01 午前,1.2,2.01,5.54,1020.050
1371,10/17/2020 02:20:01 午前,1.2,1.51,4.53,1019.950
1372,10/17/2020 02:30:01 午前,1.2,1.51,4.53,1019.750
1373,10/17/2020 02:40:01 午前,1.2,2.01,6.04,1019.850
1374,10/17/2020 02:50:01 午前,1.2,1.01,5.03,1019.950
1375,10/17/2020 03:00:01 午前,1.2,1.51,6.04,1019.950
1376,10/17/2020 03:10:01 午前,1.2,1.51,4.53,1020.050
1377,10/17/2020 03:20:01 午前,1.2,2.52,6.04,1019.850
1378,10/17/2020 03:30:01 午前,1.2,2.01,5.54,1019.850
1379,10/17/2020 03:40:01 午前,1.2,1.51,4.53,1019.950
1380,10/17/2020 03:50:01 午前,1.2,1.51,4.53,1020.050
1381,10/17/2020 04:00:01 午前,1.2,1.01,4.03,1020.150
1382,10/17/2020 04:10:01 午前,1.2,1.01,3.52,1020.350
1383,10/17/2020 04:20:01 午前,1.2,0.50,3.52,1020.150
1384,10/17/2020 04:30:01 午前,1.2,0.50,3.02,1020.150
1385,10/17/2020 04:40:01 午前,1.2,0.50,3.52,1020.150
1386,10/17/2020 04:50:01 午前,1.2,1.01,4.03,1020.150
1387,10/17/2020 05:00:01 午前,1.2,1.01,4.53,1020.250
1388,10/17/2020 05:10:01 午前,1.2,0.50,3.02,1020.150
1389,10/17/2020 05:20:01 午前,1.2,0.50,3.02,1020.050
1390,10/17/2020 05:30:01 午前,1.2,0.50,3.52,1020.450
1391,10/17/2020 05:40:01 午前,1.2,1.01,3.52,1020.150
1392,10/17/2020 05:50:01 午前,1.2,1.01,4.03,1019.950
1393,10/17/2020 06:00:01 午前,1.2,0.00,2.52,1020.350
1394,10/17/2020 06:10:01 午前,1.2,0.50,3.02,1020.350
1395,10/17/2020 06:20:01 午前,1.2,0.50,3.02,1020.150
1396,10/17/2020 06:30:01 午前,1.2,0.50,3.02,1020.150
1397,10/17/2020 06:40:01 午前,3.7,0.00,0.50,1020.450
1398,10/17/2020 06:50:01 午前,8.7,0.00,2.52,1020.450
1399,10/17/2020 07:00:01 午前,21.2,0.00,2.52,1020.750
1400,10/17/2020 07:10:01 午前,31.2,0.00,2.52,1020.650
1401,10/17/2020 07:20:01 午前,43.7,0.50,2.52,1020.650
1402,10/17/2020 07:30:01 午前,51.2,0.50,2.01,1020.750
1403,10/17/2020 07:40:01 午前,73.7,0.00,2.01,1021.150
1404,10/17/2020 07:50:01 午前,73.7,0.00,2.52,1021.150
1405,10/17/2020 08:00:01 午前,93.7,0.50,2.52,1021.150
1406,10/17/2020 08:10:01 午前,81.2,0.00,2.01,1021.350
1407,10/17/2020 08:20:01 午前,96.2,0.50,2.52,1021.350
1408,10/17/2020 08:30:01 午前,148.7,0.50,2.52,1021.350
1409,10/17/2020 08:40:01 午前,146.2,0.50,3.02,1021.350
1410,10/17/2020 08:50:01 午前,181.2,0.50,3.52,1021.450
1411,10/17/2020 09:00:01 午前,178.7,0.50,3.02,1021.250
1412,10/17/2020 09:10:01 午前,256.2,0.50,3.52,1021.250
1413,10/17/2020 09:20:01 午前,196.2,0.50,2.52,1021.250
1414,10/17/2020 09:30:01 午前,236.2,0.00,2.01,1021.250
1415,10/17/2020 09:40:01 午前,183.7,0.00,1.01,1021.250
1416,10/17/2020 09:50:01 午前,241.2,1.01,3.52,1021.450
1417,10/17/2020 10:00:01 午前,378.7,1.01,3.02,1021.250
1418,10/17/2020 10:10:01 午前,456.2,1.01,4.53,1021.050
1419,10/17/2020 10:20:01 午前,556.2,1.01,3.52,1020.950
1420,10/17/2020 10:30:01 午前,578.7,0.50,3.02,1020.950
1421,10/17/2020 10:40:01 午前,658.7,1.01,3.52,1020.850
1422,10/17/2020 10:50:01 午前,843.7,0.50,3.02,1020.750
1423,10/17/2020 11:00:01 午前,1681.2,0.50,3.02,1020.550
1424,10/17/2020 11:10:01 午前,1061.2,1.01,4.03,1020.650
1425,10/17/2020 11:20:01 午前,1658.7,1.51,4.53,1020.450
1426,10/17/2020 11:30:01 午前,1541.2,1.51,5.03,1020.450
1427,10/17/2020 11:40:01 午前,1523.7,1.51,5.03,1020.450
1428,10/17/2020 11:50:01 午前,1521.2,2.01,6.04,1020.450
1429,10/17/2020 12:00:01 午後,1523.7,2.01,6.54,1020.150
1430,10/17/2020 12:10:01 午後,1518.7,1.51,5.54,1019.950
1431,10/17/2020 12:20:01 午後,1513.7,1.51,5.03,1019.950
1432,10/17/2020 12:30:01 午後,1506.2,2.01,5.54,1019.950
1433,10/17/2020 12:40:01 午後,1496.2,2.52,6.54,1019.650
1434,10/17/2020 12:50:01 午後,1481.2,2.01,6.04,1019.750
1435,10/17/2020 01:00:01 午後,1468.7,1.51,7.05,1019.750
1436,10/17/2020 01:10:01 午後,1468.7,2.52,5.03,1019.550
1437,10/17/2020 01:20:01 午後,1426.2,2.01,7.05,1019.550
1438,10/17/2020 01:30:01 午後,1416.2,1.51,4.53,1019.350
1439,10/17/2020 01:40:01 午後,1391.2,1.51,5.54,1018.950
1440,10/17/2020 01:50:01 午後,1341.2,2.01,6.54,1018.950
1441,10/17/2020 02:00:01 午後,1178.7,2.01,5.03,1018.750
1442,10/17/2020 02:10:01 午後,823.7,1.51,6.04,1018.650
1443,10/17/2020 02:20:01 午後,1228.7,1.01,4.53,1018.950
1444,10/17/2020 02:30:01 午後,1173.7,1.01,5.03,1018.750
1445,10/17/2020 02:40:01 午後,1168.7,1.01,5.54,1018.850
1446,10/17/2020 02:50:01 午後,731.2,1.01,6.04,1019.050
1447,10/17/2020 03:00:01 午後,631.2,1.01,4.53,1018.850
1448,10/17/2020 03:10:01 午後,443.7,1.51,5.03,1019.150
1449,10/17/2020 03:20:01 午後,956.2,1.51,4.53,1019.050
1450,10/17/2020 03:30:01 午後,836.2,1.51,5.03,1019.150
1451,10/17/2020 03:40:01 午後,746.2,2.01,5.54,1019.150
1452,10/17/2020 03:50:01 午後,461.2,1.51,5.03,1019.150
1453,10/17/2020 04:00:01 午後,553.7,1.51,5.54,1019.050
1454,10/17/2020 04:10:01 午後,411.2,1.51,5.03,1019.250
1455,10/17/2020 04:20:01 午後,251.2,1.51,5.03,1019.350
1456,10/17/2020 04:30:01 午後,473.7,1.51,5.03,1019.250
1457,10/17/2020 04:40:01 午後,381.2,1.51,5.03,1019.350
1458,10/17/2020 04:50:01 午後,271.2,1.51,5.03,1019.350
1459,10/17/2020 05:00:01 午後,201.2,1.51,4.53,1019.450
1460,10/17/2020 05:10:01 午後,63.7,1.01,3.52,1019.450
1461,10/17/2020 05:20:01 午後,76.2,0.00,2.01,1019.550
1462,10/17/2020 05:30:01 午後,46.2,0.00,2.52,1019.750
1463,10/17/2020 05:40:01 午後,18.7,0.00,2.52,1019.850
1464,10/17/2020 05:50:01 午後,3.7,0.00,2.52,1019.950
1465,10/17/2020 06:00:01 午後,1.2,0.00,2.52,1019.950
1466,10/17/2020 06:10:01 午後,1.2,0.00,1.01,1020.150
1467,10/17/2020 06:20:01 午後,1.2,0.00,2.01,1020.250
1468,10/17/2020 06:30:01 午後,1.2,0.00,2.01,1020.450
1469,10/17/2020 06:40:01 午後,1.2,0.00,1.51,1020.550
1470,10/17/2020 06:50:01 午後,1.2,0.00,2.01,1020.650
1471,10/17/2020 07:00:01 午後,1.2,0.00,2.01,1020.750
1472,10/17/2020 07:10:01 午後,1.2,0.00,1.01,1020.750
1473,10/17/2020 07:20:01 午後,1.2,0.00,2.01,1020.950
1474,10/17/2020 07:30:01 午後,1.2,0.00,1.51,1021.050
1475,10/17/2020 07:40:01 午後,1.2,0.00,1.51,1021.150
1476,10/17/2020 07:50:01 午後,1.2,0.00,2.01,1021.150
1477,10/17/2020 08:00:01 午後,1.2,0.00,2.01,1021.250
1478,10/17/2020 08:10:01 午後,1.2,0.50,2.01,1021.150
1479,10/17/2020 08:20:01 午後,1.2,0.00,1.51,1021.250
1480,10/17/2020 08:30:01 午後,1.2,0.00,2.01,1021.450
1481,10/17/2020 08:40:01 午後,1.2,0.00,1.51,1021.450
1482,10/17/2020 08:50:01 午後,1.2,0.00,1.51,1021.550
1483,10/17/2020 09:00:01 午後,1.2,0.00,1.51,1021.450
1484,10/17/2020 09:10:01 午後,1.2,0.00,2.01,1021.550
1485,10/17/2020 09:20:01 午後,1.2,0.00,1.51,1021.850
1486,10/17/2020 09:30:01 午後,1.2,0.00,1.51,1021.750
1487,10/17/2020 09:40:01 午後,1.2,0.00,2.01,1021.850
1488,10/17/2020 09:50:01 午後,1.2,0.00,1.51,1021.950
1489,10/17/2020 10:00:01 午後,1.2,0.00,1.51,1021.950
1490,10/17/2020 10:10:01 午後,1.2,0.00,2.01,1021.950
1491,10/17/2020 10:20:01 午後,1.2,0.00,1.51,1021.950
1492,10/17/2020 10:30:01 午後,1.2,0.00,1.01,1021.850
1493,10/17/2020 10:40:01 午後,1.2,0.00,1.51,1021.850
1494,10/17/2020 10:50:01 午後,1.2,0.00,1.01,1021.750
1495,10/17/2020 11:00:01 午後,1.2,0.00,0.50,1021.650
1496,10/17/2020 11:10:01 午後,1.2,0.00,1.51,1021.750
1497,10/17/2020 11:20:01 午後,1.2,0.00,1.01,1021.750
1498,10/17/2020 11:30:01 午後,1.2,0.00,1.01,1021.650
1499,10/17/2020 11:40:01 午後,1.2,0.00,1.01,1021.550
1500,10/17/2020 11:50:01 午後,1.2,0.00,1.01,1021.650
1501,10/18/2020 12:00:01 午前,1.2,0.00,1.51,1021.550
1502,10/18/2020 12:10:01 午前,1.2,0.00,2.01,1021.350
1503,10/18/2020 12:20:01 午前,1.2,0.00,2.01,1021.250
1504,10/18/2020 12:30:01 午前,1.2,0.00,2.01,1021.250
1505,10/18/2020 12:40:01 午前,1.2,0.50,3.52,1021.150
1506,10/18/2020 12:50:01 午前,1.2,0.50,3.52,1021.150
1507,10/18/2020 01:00:01 午前,1.2,0.00,2.01,1020.950
1508,10/18/2020 01:10:01 午前,1.2,0.50,2.52,1021.150
1509,10/18/2020 01:20:01 午前,1.2,0.50,3.02,1021.250
1510,10/18/2020 01:30:01 午前,1.2,0.50,3.02,1020.950
1511,10/18/2020 01:40:01 午前,1.2,1.01,4.03,1020.950
1512,10/18/2020 01:50:01 午前,1.2,1.01,3.02,1020.850
1513,10/18/2020 02:00:01 午前,1.2,1.01,3.02,1020.850
1514,10/18/2020 02:10:01 午前,1.2,1.01,3.52,1020.950
1515,10/18/2020 02:20:01 午前,1.2,2.01,5.03,1020.850
1516,10/18/2020 02:30:01 午前,1.2,1.01,4.03,1020.850
1517,10/18/2020 02:40:01 午前,1.2,1.51,4.53,1020.650
1518,10/18/2020 02:50:01 午前,1.2,1.51,4.03,1020.650
1519,10/18/2020 03:00:01 午前,1.2,1.51,4.53,1020.850
1520,10/18/2020 03:10:01 午前,1.2,1.01,3.52,1020.750
1521,10/18/2020 03:20:01 午前,1.2,1.51,5.03,1020.950
1522,10/18/2020 03:30:01 午前,1.2,1.51,5.03,1020.750
1523,10/18/2020 03:40:01 午前,1.2,1.51,5.03,1020.550
1524,10/18/2020 03:50:01 午前,1.2,1.51,5.54,1020.450
1525,10/18/2020 04:00:01 午前,1.2,1.51,5.03,1020.650
1526,10/18/2020 04:10:01 午前,1.2,1.01,4.53,1020.550
1527,10/18/2020 04:20:01 午前,1.2,1.51,4.53,1020.650
1528,10/18/2020 04:30:01 午前,1.2,1.01,3.52,1020.850
1529,10/18/2020 04:40:01 午前,1.2,1.51,4.53,1020.850
1530,10/18/2020 04:50:01 午前,1.2,1.01,3.52,1020.550
1531,10/18/2020 05:00:01 午前,1.2,1.01,5.54,1020.650
1532,10/18/2020 05:10:01 午前,1.2,1.01,4.03,1020.750
1533,10/18/2020 05:20:01 午前,1.2,0.50,3.52,1020.650
1534,10/18/2020 05:30:01 午前,1.2,0.50,2.52,1020.650
1535,10/18/2020 05:40:01 午前,1.2,0.50,2.01,1020.650
1536,10/18/2020 05:50:01 午前,1.2,0.50,3.02,1020.350
1537,10/18/2020 06:00:01 午前,1.2,1.01,4.03,1020.150
1538,10/18/2020 06:10:01 午前,1.2,0.50,3.02,1020.450
1539,10/18/2020 06:20:01 午前,1.2,1.01,4.03,1020.650
1540,10/18/2020 06:30:01 午前,6.2,0.50,3.02,1021.050
1541,10/18/2020 06:40:01 午前,23.7,1.01,4.03,1020.950
1542,10/18/2020 06:50:01 午前,38.7,0.50,2.52,1021.250
1543,10/18/2020 07:00:01 午前,61.2,0.00,1.51,1021.550
1544,10/18/2020 07:10:01 午前,76.2,0.00,1.01,1021.450
1545,10/18/2020 07:20:01 午前,116.2,0.00,1.01,1021.350
1546,10/18/2020 07:30:01 午前,238.7,0.50,2.52,1021.150
1547,10/18/2020 07:40:01 午前,166.2,0.50,3.02,1020.950
1548,10/18/2020 07:50:01 午前,206.2,1.51,5.54,1020.650
1549,10/18/2020 08:00:01 午前,246.2,1.51,5.03,1020.650
1550,10/18/2020 08:10:01 午前,303.7,1.51,4.03,1020.850
1551,10/18/2020 08:20:01 午前,388.7,1.01,4.53,1020.950
1552,10/18/2020 08:30:01 午前,301.2,1.51,5.03,1021.050
1553,10/18/2020 08:40:01 午前,913.7,1.51,4.03,1021.350
1554,10/18/2020 08:50:01 午前,733.7,3.02,5.54,1021.550
1555,10/18/2020 09:00:01 午前,718.7,1.51,5.03,1021.650
1556,10/18/2020 09:10:01 午前,881.2,1.01,3.52,1022.150
1557,10/18/2020 09:20:01 午前,656.2,1.01,4.53,1022.250
1558,10/18/2020 09:30:01 午前,1078.7,1.01,3.52,1022.150
1559,10/18/2020 09:40:01 午前,1143.7,1.51,5.03,1021.650
1560,10/18/2020 09:50:01 午前,1191.2,1.01,4.53,1022.150
1561,10/18/2020 10:00:01 午前,1233.7,1.51,5.03,1021.750
1562,10/18/2020 10:10:01 午前,1283.7,1.51,6.04,1021.450
1563,10/18/2020 10:20:01 午前,1318.7,1.51,5.03,1021.050
1564,10/18/2020 10:30:01 午前,1358.7,2.01,6.04,1020.950
1565,10/18/2020 10:40:01 午前,1391.2,1.51,4.53,1021.150
1566,10/18/2020 10:50:01 午前,1418.7,1.51,5.54,1021.150
1567,10/18/2020 11:00:01 午前,1446.2,1.51,5.03,1021.050
1568,10/18/2020 11:10:01 午前,1466.2,1.51,4.53,1021.250
1569,10/18/2020 11:20:01 午前,1486.2,2.01,6.04,1021.050
1570,10/18/2020 11:30:01 午前,1496.2,2.01,5.54,1020.950
1571,10/18/2020 11:40:01 午前,1506.2,2.01,8.05,1021.150
1572,10/18/2020 11:50:01 午前,1518.7,1.51,4.53,1020.650
1573,10/18/2020 12:00:01 午後,1518.7,2.01,5.03,1020.650
1574,10/18/2020 12:10:01 午後,1516.2,1.51,4.53,1020.550
1575,10/18/2020 12:20:01 午後,1508.7,2.01,6.04,1020.450
1576,10/18/2020 12:30:01 午後,1498.7,2.01,5.03,1020.450
1577,10/18/2020 12:40:01 午後,1488.7,1.51,5.03,1020.350
1578,10/18/2020 12:50:01 午後,1468.7,1.51,4.53,1020.050
1579,10/18/2020 01:00:01 午後,1456.2,1.01,4.53,1020.150
1580,10/18/2020 01:10:01 午後,1428.7,0.50,2.52,1019.950
1581,10/18/2020 01:20:01 午後,1403.7,1.51,4.53,1019.850
1582,10/18/2020 01:30:01 午後,1371.2,1.51,4.53,1019.850
1583,10/18/2020 01:40:01 午後,1343.7,1.51,4.53,1019.450
1584,10/18/2020 01:50:01 午後,1298.7,1.01,4.53,1019.350
1585,10/18/2020 02:00:01 午後,1251.2,1.01,4.03,1019.350
1586,10/18/2020 02:10:01 午後,1213.7,1.51,4.03,1019.450
1587,10/18/2020 02:20:01 午後,1156.2,1.51,4.53,1019.550
1588,10/18/2020 02:30:01 午後,1121.2,1.51,4.03,1019.350
1589,10/18/2020 02:40:01 午後,1061.2,1.01,4.03,1019.350
1590,10/18/2020 02:50:01 午後,1011.2,1.01,3.02,1019.350
1591,10/18/2020 03:00:01 午後,953.7,1.01,3.02,1019.150
1592,10/18/2020 03:10:01 午後,893.7,1.51,4.03,1019.150
1593,10/18/2020 03:20:01 午後,836.2,1.01,4.03,1019.150
1594,10/18/2020 03:30:01 午後,768.7,1.01,4.03,1019.250
1595,10/18/2020 03:40:01 午後,706.2,1.01,4.53,1019.650
1596,10/18/2020 03:50:01 午後,636.2,0.50,3.52,1019.150
1597,10/18/2020 04:00:01 午後,566.2,1.01,4.03,1018.950
1598,10/18/2020 04:10:01 午後,498.7,1.01,3.52,1019.050
1599,10/18/2020 04:20:01 午後,431.2,0.50,2.52,1019.050
1600,10/18/2020 04:30:01 午後,366.2,1.01,3.52,1019.150
1601,10/18/2020 04:40:01 午後,296.2,1.01,4.03,1019.250
1602,10/18/2020 04:50:01 午後,238.7,0.50,2.52,1019.450
1603,10/18/2020 05:00:01 午後,156.2,1.01,3.02,1019.450
1604,10/18/2020 05:10:01 午後,98.7,0.50,3.02,1019.750
1605,10/18/2020 05:20:01 午後,71.2,0.50,2.52,1019.850
1606,10/18/2020 05:30:01 午後,28.7,0.00,2.52,1019.950
1607,10/18/2020 05:40:01 午後,13.7,0.00,2.01,1019.950
1608,10/18/2020 05:50:01 午後,3.7,0.00,2.52,1020.050
1609,10/18/2020 06:00:01 午後,1.2,0.50,3.02,1019.950
1610,10/18/2020 06:10:01 午後,1.2,1.01,3.52,1019.950
1611,10/18/2020 06:20:01 午後,1.2,1.01,3.52,1020.250
1612,10/18/2020 06:30:01 午後,1.2,1.01,4.03,1020.550
1613,10/18/2020 06:40:01 午後,1.2,1.01,4.53,1020.450
1614,10/18/2020 06:50:01 午後,1.2,0.50,3.02,1020.750
1615,10/18/2020 07:00:01 午後,1.2,0.50,3.52,1020.750
1616,10/18/2020 07:10:01 午後,1.2,1.51,3.52,1020.850
1617,10/18/2020 07:20:01 午後,1.2,1.01,4.03,1021.050
1618,10/18/2020 07:30:01 午後,1.2,1.01,4.03,1020.850
1619,10/18/2020 07:40:01 午後,1.2,1.01,3.02,1021.050
1620,10/18/2020 07:50:01 午後,1.2,0.50,3.02,1021.050
1621,10/18/2020 08:00:01 午後,1.2,1.01,3.52,1021.050
1622,10/18/2020 08:10:01 午後,1.2,1.01,4.03,1021.050
1623,10/18/2020 08:20:01 午後,1.2,1.01,4.53,1021.250
1624,10/18/2020 08:30:01 午後,1.2,1.51,5.03,1021.350
1625,10/18/2020 08:40:01 午後,1.2,1.01,3.52,1020.850
1626,10/18/2020 08:50:01 午後,1.2,1.01,4.03,1021.050
1627,10/18/2020 09:00:01 午後,1.2,1.01,5.03,1021.250
1628,10/18/2020 09:10:01 午後,1.2,1.01,5.54,1021.250
1629,10/18/2020 09:20:01 午後,1.2,1.01,4.03,1021.250
1630,10/18/2020 09:30:01 午後,1.2,1.01,4.03,1021.350
1631,10/18/2020 09:40:01 午後,1.2,1.01,4.03,1021.450
1632,10/18/2020 09:50:01 午後,1.2,1.01,5.03,1021.650
1633,10/18/2020 10:00:01 午後,1.2,1.01,4.03,1021.650
1634,10/18/2020 10:10:01 午後,1.2,1.51,5.03,1021.450
1635,10/18/2020 10:20:01 午後,1.2,1.51,4.53,1021.650
1636,10/18/2020 10:30:01 午後,1.2,1.51,4.03,1021.650
1637,10/18/2020 10:40:01 午後,1.2,1.01,4.53,1021.950
1638,10/18/2020 10:50:01 午後,1.2,1.01,3.52,1021.850
1639,10/18/2020 11:00:01 午後,1.2,1.01,4.03,1021.850
1640,10/18/2020 11:10:01 午後,1.2,1.51,4.03,1021.650
1641,10/18/2020 11:20:01 午後,1.2,1.51,5.54,1021.550
1642,10/18/2020 11:30:01 午後,1.2,1.51,5.03,1021.550
1643,10/18/2020 11:40:01 午後,1.2,1.01,3.02,1021.250
1644,10/18/2020 11:50:01 午後,1.2,1.01,4.03,1021.050
1645,10/19/2020 12:00:01 午前,1.2,1.01,5.03,1020.850
1646,10/19/2020 12:10:01 午前,1.2,1.01,5.03,1021.250
1647,10/19/2020 12:20:01 午前,1.2,2.01,4.53,1021.150
1648,10/19/2020 12:30:01 午前,1.2,2.01,4.03,1021.250
1649,10/19/2020 12:40:01 午前,1.2,1.51,4.53,1021.250
1650,10/19/2020 12:50:01 午前,1.2,1.51,5.54,1021.150
1651,10/19/2020 01:00:01 午前,1.2,1.51,5.03,1021.150
1652,10/19/2020 01:10:01 午前,1.2,1.51,4.53,1021.250
1653,10/19/2020 01:20:01 午前,1.2,1.01,4.03,1021.250
1654,10/19/2020 01:30:01 午前,1.2,1.01,4.53,1021.050
1655,10/19/2020 01:40:01 午前,1.2,1.01,3.52,1020.950
1656,10/19/2020 01:50:01 午前,1.2,1.51,4.03,1021.250
1657,10/19/2020 02:00:01 午前,1.2,1.51,5.54,1021.050
1658,10/19/2020 02:10:01 午前,1.2,2.01,4.03,1020.950
1659,10/19/2020 02:20:01 午前,1.2,2.01,5.54,1020.850
1660,10/19/2020 02:30:01 午前,1.2,1.51,4.03,1020.850
1661,10/19/2020 02:40:01 午前,1.2,1.51,3.52,1020.950
1662,10/19/2020 02:50:01 午前,1.2,1.01,3.52,1020.850
1663,10/19/2020 03:00:01 午前,1.2,1.51,4.53,1020.750
1664,10/19/2020 03:10:01 午前,1.2,1.01,3.52,1020.750
1665,10/19/2020 03:20:01 午前,1.2,1.51,4.03,1020.450
