"プロット タイトル: Microstation_00_ecser_surface_210326"
"#","日付 時間, GMT+09:00","PAR, uE","風速, m/s","突風の速さ, m/s","圧力, mbar"
4172,04/24/2021 05:10:01 午後,608.7,3.02,5.03,1016.150
4173,04/24/2021 05:20:01 午後,266.2,2.01,4.53,1016.150
4174,04/24/2021 05:30:01 午後,176.2,0.50,3.02,1016.150
4175,04/24/2021 05:40:01 午後,376.2,1.01,3.52,1016.150
4176,04/24/2021 05:50:01 午後,201.2,1.01,3.02,1016.250
4177,04/24/2021 06:00:01 午後,146.2,2.01,3.52,1016.350
4178,04/24/2021 06:10:01 午後,98.7,2.01,4.03,1016.250
4179,04/24/2021 06:20:01 午後,78.7,1.51,4.03,1016.550
4180,04/24/2021 06:30:01 午後,56.2,1.01,3.52,1016.650
4181,04/24/2021 06:40:01 午後,36.2,1.01,3.02,1016.750
4182,04/24/2021 06:50:01 午後,16.2,1.01,4.03,1016.850
4183,04/24/2021 07:00:01 午後,3.7,0.50,3.52,1016.950
4184,04/24/2021 07:10:01 午後,1.2,1.01,4.03,1016.950
4185,04/24/2021 07:20:01 午後,1.2,0.50,4.03,1016.950
4186,04/24/2021 07:30:01 午後,1.2,1.01,3.02,1017.050
4187,04/24/2021 07:40:01 午後,1.2,0.50,3.02,1017.250
4188,04/24/2021 07:50:01 午後,1.2,0.50,3.52,1017.350
4189,04/24/2021 08:00:01 午後,1.2,0.50,3.02,1017.350
4190,04/24/2021 08:10:01 午後,1.2,0.00,2.52,1017.550
4191,04/24/2021 08:20:01 午後,1.2,0.00,2.01,1017.450
4192,04/24/2021 08:30:01 午後,1.2,0.50,2.52,1017.450
4193,04/24/2021 08:40:01 午後,1.2,0.50,3.52,1017.550
4194,04/24/2021 08:50:01 午後,1.2,1.01,4.03,1017.450
4195,04/24/2021 09:00:01 午後,1.2,0.50,2.52,1017.450
4196,04/24/2021 09:10:01 午後,1.2,0.50,4.03,1017.450
4197,04/24/2021 09:20:01 午後,1.2,0.50,3.02,1017.450
4198,04/24/2021 09:30:01 午後,1.2,0.50,3.02,1017.650
4199,04/24/2021 09:40:01 午後,1.2,1.01,3.52,1017.750
4200,04/24/2021 09:50:01 午後,1.2,0.50,3.02,1017.750
4201,04/24/2021 10:00:01 午後,1.2,1.01,4.53,1017.650
4202,04/24/2021 10:10:01 午後,1.2,0.50,2.52,1017.650
4203,04/24/2021 10:20:01 午後,1.2,0.50,4.03,1017.550
4204,04/24/2021 10:30:01 午後,1.2,0.50,2.52,1017.650
4205,04/24/2021 10:40:01 午後,1.2,0.50,3.02,1017.850
4206,04/24/2021 10:50:01 午後,1.2,0.50,2.01,1017.750
4207,04/24/2021 11:00:01 午後,1.2,0.00,1.01,1017.850
4208,04/24/2021 11:10:01 午後,1.2,0.00,1.01,1017.850
4209,04/24/2021 11:20:01 午後,1.2,0.00,0.50,1017.750
4210,04/24/2021 11:30:01 午後,1.2,0.00,1.01,1017.850
4211,04/24/2021 11:40:01 午後,1.2,0.00,1.51,1017.750
4212,04/24/2021 11:50:01 午後,1.2,0.00,0.50,1017.750
4213,04/25/2021 12:00:01 午前,1.2,0.00,1.01,1017.750
4214,04/25/2021 12:10:01 午前,1.2,0.00,1.01,1017.650
4215,04/25/2021 12:20:01 午前,1.2,0.00,0.50,1017.550
4216,04/25/2021 12:30:01 午前,1.2,0.00,1.01,1017.550
4217,04/25/2021 12:40:01 午前,1.2,0.00,1.01,1017.350
4218,04/25/2021 12:50:01 午前,1.2,0.00,0.50,1017.450
4219,04/25/2021 01:00:01 午前,1.2,0.00,1.51,1017.450
4220,04/25/2021 01:10:01 午前,1.2,0.00,1.51,1017.350
4221,04/25/2021 01:20:01 午前,1.2,0.00,0.50,1017.450
4222,04/25/2021 01:30:01 午前,1.2,0.00,1.01,1016.950
4223,04/25/2021 01:40:01 午前,1.2,0.00,1.51,1016.850
4224,04/25/2021 01:50:01 午前,1.2,0.00,0.50,1016.950
4225,04/25/2021 02:00:01 午前,1.2,0.00,1.01,1016.650
4226,04/25/2021 02:10:01 午前,1.2,0.00,1.01,1016.550
4227,04/25/2021 02:20:01 午前,1.2,0.00,1.01,1016.550
4228,04/25/2021 02:30:01 午前,1.2,0.00,1.01,1016.450
4229,04/25/2021 02:40:01 午前,1.2,0.00,0.50,1016.450
4230,04/25/2021 02:50:01 午前,1.2,0.00,0.50,1016.350
4231,04/25/2021 03:00:01 午前,1.2,0.00,0.50,1016.350
4232,04/25/2021 03:10:01 午前,1.2,0.00,1.01,1016.050
4233,04/25/2021 03:20:01 午前,1.2,0.00,1.01,1015.850
4234,04/25/2021 03:30:01 午前,1.2,0.00,1.01,1015.850
4235,04/25/2021 03:40:01 午前,1.2,0.00,0.50,1015.750
4236,04/25/2021 03:50:01 午前,1.2,0.00,0.00,1015.950
4237,04/25/2021 04:00:01 午前,1.2,0.00,0.50,1015.850
4238,04/25/2021 04:10:01 午前,1.2,0.00,0.50,1015.850
4239,04/25/2021 04:20:01 午前,1.2,0.00,0.50,1015.750
4240,04/25/2021 04:30:01 午前,1.2,0.00,0.50,1015.950
4241,04/25/2021 04:40:01 午前,1.2,0.00,0.50,1015.950
4242,04/25/2021 04:50:01 午前,1.2,0.00,0.50,1015.950
4243,04/25/2021 05:00:01 午前,1.2,0.00,0.50,1016.250
4244,04/25/2021 05:10:01 午前,1.2,0.00,2.01,1016.250
4245,04/25/2021 05:20:01 午前,1.2,0.00,1.51,1016.250
4246,04/25/2021 05:30:01 午前,1.2,0.00,1.51,1016.350
4247,04/25/2021 05:40:01 午前,8.7,0.00,2.52,1016.450
4248,04/25/2021 05:50:01 午前,21.2,0.50,3.52,1016.450
4249,04/25/2021 06:00:01 午前,43.7,1.01,4.53,1016.450
4250,04/25/2021 06:10:01 午前,66.2,1.01,3.52,1016.550
4251,04/25/2021 06:20:01 午前,86.2,1.01,4.53,1016.550
4252,04/25/2021 06:30:01 午前,106.2,1.51,5.54,1016.450
4253,04/25/2021 06:40:01 午前,126.2,0.00,3.02,1016.550
4254,04/25/2021 06:50:01 午前,208.7,0.50,2.01,1016.450
4255,04/25/2021 07:00:01 午前,363.7,1.01,4.53,1015.950
4256,04/25/2021 07:10:01 午前,433.7,2.52,6.04,1015.750
4257,04/25/2021 07:20:01 午前,511.2,2.52,6.54,1015.750
4258,04/25/2021 07:30:01 午前,578.7,2.01,5.54,1015.750
4259,04/25/2021 07:40:01 午前,648.7,2.52,6.04,1015.850
4260,04/25/2021 07:50:01 午前,718.7,2.52,5.54,1015.650
4261,04/25/2021 08:00:01 午前,781.2,1.51,4.53,1015.750
4262,04/25/2021 08:10:01 午前,851.2,1.01,3.52,1015.650
4263,04/25/2021 08:20:01 午前,913.7,1.01,3.52,1015.850
4264,04/25/2021 08:30:01 午前,978.7,1.01,3.02,1015.750
4265,04/25/2021 08:40:01 午前,1046.2,0.50,3.02,1015.550
4266,04/25/2021 08:50:01 午前,1111.2,1.01,3.02,1015.750
4267,04/25/2021 09:00:01 午前,1168.7,1.01,3.02,1015.750
4268,04/25/2021 09:10:01 午前,1231.2,1.51,4.53,1015.650
4269,04/25/2021 09:20:01 午前,1281.2,1.51,4.53,1015.850
4270,04/25/2021 09:30:01 午前,1346.2,1.51,4.03,1015.450
4271,04/25/2021 09:40:01 午前,1401.2,1.01,4.53,1015.650
4272,04/25/2021 09:50:01 午前,1446.2,2.01,4.53,1015.750
4273,04/25/2021 10:00:01 午前,1483.7,1.01,4.03,1016.250
4274,04/25/2021 10:10:01 午前,603.7,2.01,6.54,1017.150
4275,04/25/2021 10:20:01 午前,1643.7,2.52,6.54,1016.950
4276,04/25/2021 10:30:01 午前,553.7,2.01,7.05,1017.050
4277,04/25/2021 10:40:01 午前,1303.7,2.52,7.05,1016.850
4278,04/25/2021 10:50:01 午前,1653.7,1.01,6.54,1016.650
4279,04/25/2021 11:00:01 午前,816.2,2.01,5.03,1016.650
4280,04/25/2021 11:10:01 午前,1726.2,2.01,5.54,1016.150
4281,04/25/2021 11:20:01 午前,1698.7,2.01,4.53,1016.050
4282,04/25/2021 11:30:01 午前,1761.2,2.52,7.55,1016.250
4283,04/25/2021 11:40:01 午前,1633.7,2.01,6.04,1016.150
4284,04/25/2021 11:50:01 午前,1788.7,2.01,6.04,1015.850
4285,04/25/2021 12:00:01 午後,1751.2,1.51,5.03,1016.050
4286,04/25/2021 12:10:01 午後,1753.7,2.52,7.05,1015.750
4287,04/25/2021 12:20:01 午後,1793.7,1.51,5.54,1015.650
4288,04/25/2021 12:30:01 午後,1783.7,2.01,6.54,1015.450
4289,04/25/2021 12:40:01 午後,1796.2,2.52,6.54,1015.550
4290,04/25/2021 12:50:01 午後,1801.2,2.01,6.04,1015.450
4291,04/25/2021 01:00:01 午後,1783.7,2.01,5.54,1015.550
4292,04/25/2021 01:10:01 午後,1758.7,2.01,6.54,1015.550
4293,04/25/2021 01:20:01 午後,1751.2,2.01,6.54,1015.250
4294,04/25/2021 01:30:01 午後,1721.2,2.52,6.04,1015.250
4295,04/25/2021 01:40:01 午後,1701.2,2.52,6.54,1015.050
4296,04/25/2021 01:50:01 午後,1678.7,2.52,8.56,1014.950
4297,04/25/2021 02:00:01 午後,1638.7,3.02,8.05,1014.950
4298,04/25/2021 02:10:01 午後,1593.7,3.02,7.55,1014.950
4299,04/25/2021 02:20:01 午後,1558.7,3.02,8.05,1015.150
4300,04/25/2021 02:30:01 午後,1523.7,2.01,6.04,1014.950
4301,04/25/2021 02:40:01 午後,1491.2,2.52,7.05,1014.850
4302,04/25/2021 02:50:01 午後,1448.7,2.01,8.05,1014.850
4303,04/25/2021 03:00:01 午後,1396.2,3.02,7.55,1014.850
4304,04/25/2021 03:10:01 午後,1348.7,3.02,8.56,1014.850
4305,04/25/2021 03:20:01 午後,1293.7,2.52,7.05,1014.550
4306,04/25/2021 03:30:01 午後,1228.7,3.02,8.05,1014.750
4307,04/25/2021 03:40:01 午後,1173.7,2.52,8.56,1014.750
4308,04/25/2021 03:50:01 午後,1111.2,3.02,7.55,1014.550
4309,04/25/2021 04:00:01 午後,1053.7,3.02,9.06,1014.550
4310,04/25/2021 04:10:01 午後,986.2,3.02,8.05,1014.650
4311,04/25/2021 04:20:01 午後,916.2,2.52,7.55,1014.450
4312,04/25/2021 04:30:01 午後,856.2,2.52,7.55,1014.550
4313,04/25/2021 04:40:01 午後,788.7,3.02,7.55,1014.650
4314,04/25/2021 04:50:01 午後,721.2,3.02,7.55,1014.750
4315,04/25/2021 05:00:01 午後,651.2,3.02,7.05,1014.750
4316,04/25/2021 05:10:01 午後,578.7,3.02,7.05,1014.950
4317,04/25/2021 05:20:01 午後,511.2,3.02,8.05,1014.950
4318,04/25/2021 05:30:01 午後,441.2,3.02,7.55,1015.050
4319,04/25/2021 05:40:01 午後,373.7,3.52,9.56,1015.150
4320,04/25/2021 05:50:01 午後,311.2,3.52,10.07,1015.450
4321,04/25/2021 06:00:01 午後,248.7,3.52,8.56,1015.650
4322,04/25/2021 06:10:01 午後,188.7,3.02,7.55,1015.750
4323,04/25/2021 06:20:01 午後,131.2,3.02,8.05,1015.950
4324,04/25/2021 06:30:01 午後,81.2,3.52,7.55,1015.950
4325,04/25/2021 06:40:01 午後,46.2,3.02,7.55,1016.150
4326,04/25/2021 06:50:01 午後,21.2,3.02,7.05,1016.450
4327,04/25/2021 07:00:01 午後,6.2,3.02,7.55,1016.450
4328,04/25/2021 07:10:01 午後,1.2,2.52,6.54,1016.750
4329,04/25/2021 07:20:01 午後,1.2,2.01,7.55,1016.850
4330,04/25/2021 07:30:01 午後,1.2,2.01,7.05,1017.050
4331,04/25/2021 07:40:01 午後,1.2,2.52,7.05,1017.150
4332,04/25/2021 07:50:01 午後,1.2,2.52,6.54,1017.350
4333,04/25/2021 08:00:01 午後,1.2,3.02,7.55,1017.250
4334,04/25/2021 08:10:01 午後,1.2,2.01,5.03,1017.450
4335,04/25/2021 08:20:01 午後,1.2,2.01,6.54,1017.450
4336,04/25/2021 08:30:01 午後,1.2,2.52,7.05,1017.650
4337,04/25/2021 08:40:01 午後,1.2,2.01,6.04,1017.650
4338,04/25/2021 08:50:01 午後,1.2,3.02,7.55,1017.950
4339,04/25/2021 09:00:01 午後,1.2,3.02,7.55,1017.950
4340,04/25/2021 09:10:01 午後,1.2,3.52,10.07,1017.850
4341,04/25/2021 09:20:01 午後,1.2,2.52,8.05,1017.950
4342,04/25/2021 09:30:01 午後,1.2,2.01,7.55,1017.950
4343,04/25/2021 09:40:01 午後,1.2,2.01,7.05,1018.250
4344,04/25/2021 09:50:01 午後,1.2,2.01,5.54,1018.050
4345,04/25/2021 10:00:01 午後,1.2,2.01,6.54,1017.950
4346,04/25/2021 10:10:01 午後,1.2,1.01,4.03,1017.950
4347,04/25/2021 10:20:01 午後,1.2,1.01,4.53,1018.150
4348,04/25/2021 10:30:01 午後,1.2,2.52,8.05,1018.050
4349,04/25/2021 10:40:01 午後,1.2,1.51,5.54,1018.050
4350,04/25/2021 10:50:01 午後,1.2,1.51,6.54,1018.050
4351,04/25/2021 11:00:01 午後,1.2,1.51,5.03,1017.950
4352,04/25/2021 11:10:01 午後,1.2,2.01,6.04,1018.050
4353,04/25/2021 11:20:01 午後,1.2,2.52,6.04,1018.150
4354,04/25/2021 11:30:01 午後,1.2,1.51,6.04,1018.350
4355,04/25/2021 11:40:01 午後,1.2,1.51,5.03,1018.250
4356,04/25/2021 11:50:01 午後,1.2,1.51,5.03,1018.450
4357,04/26/2021 12:00:01 午前,1.2,2.01,6.04,1018.350
4358,04/26/2021 12:10:01 午前,1.2,2.01,6.04,1018.350
4359,04/26/2021 12:20:01 午前,1.2,1.51,5.03,1018.450
4360,04/26/2021 12:30:01 午前,1.2,2.01,6.04,1018.450
4361,04/26/2021 12:40:01 午前,1.2,2.52,7.05,1018.550
4362,04/26/2021 12:50:01 午前,1.2,3.02,7.05,1018.450
4363,04/26/2021 01:00:01 午前,1.2,2.01,5.54,1018.550
4364,04/26/2021 01:10:01 午前,1.2,2.01,6.04,1018.350
4365,04/26/2021 01:20:01 午前,1.2,2.01,7.55,1018.450
4366,04/26/2021 01:30:01 午前,1.2,2.52,7.05,1018.450
4367,04/26/2021 01:40:01 午前,1.2,2.52,8.56,1018.550
4368,04/26/2021 01:50:01 午前,1.2,2.52,6.04,1018.850
4369,04/26/2021 02:00:01 午前,1.2,2.01,5.54,1018.750
4370,04/26/2021 02:10:01 午前,1.2,1.01,4.03,1018.750
4371,04/26/2021 02:20:01 午前,1.2,1.01,5.03,1018.850
4372,04/26/2021 02:30:01 午前,1.2,1.01,4.53,1018.750
4373,04/26/2021 02:40:01 午前,1.2,1.01,4.03,1018.850
4374,04/26/2021 02:50:01 午前,1.2,2.01,5.03,1018.850
4375,04/26/2021 03:00:01 午前,1.2,1.01,4.03,1018.850
4376,04/26/2021 03:10:01 午前,1.2,1.01,4.03,1018.950
4377,04/26/2021 03:20:01 午前,1.2,1.51,5.54,1018.950
4378,04/26/2021 03:30:01 午前,1.2,1.51,5.54,1019.050
4379,04/26/2021 03:40:01 午前,1.2,1.01,5.03,1018.950
4380,04/26/2021 03:50:01 午前,1.2,1.51,5.03,1018.950
4381,04/26/2021 04:00:01 午前,1.2,1.51,5.03,1018.950
4382,04/26/2021 04:10:01 午前,1.2,1.01,4.03,1019.050
4383,04/26/2021 04:20:01 午前,1.2,1.01,3.52,1018.950
4384,04/26/2021 04:30:01 午前,1.2,1.01,3.02,1019.050
4385,04/26/2021 04:40:01 午前,1.2,1.01,4.03,1019.050
4386,04/26/2021 04:50:01 午前,1.2,1.01,5.03,1019.150
4387,04/26/2021 05:00:01 午前,1.2,1.51,5.54,1019.150
4388,04/26/2021 05:10:01 午前,1.2,1.01,3.52,1019.150
4389,04/26/2021 05:20:01 午前,1.2,0.50,3.52,1019.350
4390,04/26/2021 05:30:01 午前,1.2,0.50,3.02,1019.250
4391,04/26/2021 05:40:01 午前,11.2,0.00,1.51,1019.150
4392,04/26/2021 05:50:01 午前,31.2,0.50,2.01,1019.350
4393,04/26/2021 06:00:01 午前,56.2,0.00,2.52,1019.550
4394,04/26/2021 06:10:01 午前,86.2,0.00,1.51,1019.550
4395,04/26/2021 06:20:01 午前,108.7,0.00,1.51,1019.450
4396,04/26/2021 06:30:01 午前,123.7,0.00,3.02,1019.450
4397,04/26/2021 06:40:01 午前,141.2,0.00,1.51,1019.450
4398,04/26/2021 06:50:01 午前,353.7,0.00,1.51,1018.650
4399,04/26/2021 07:00:01 午前,411.2,0.50,2.52,1018.450
4400,04/26/2021 07:10:01 午前,493.7,0.50,3.52,1018.450
4401,04/26/2021 07:20:01 午前,533.7,0.50,3.02,1018.550
4402,04/26/2021 07:30:01 午前,616.2,0.00,2.52,1018.450
4403,04/26/2021 07:40:01 午前,696.2,1.01,3.02,1018.450
4404,04/26/2021 07:50:01 午前,788.7,1.01,3.52,1018.350
4405,04/26/2021 08:00:01 午前,778.7,1.01,3.52,1018.550
4406,04/26/2021 08:10:01 午前,866.2,1.01,3.52,1018.350
4407,04/26/2021 08:20:01 午前,966.2,1.01,3.52,1018.250
4408,04/26/2021 08:30:01 午前,1056.2,1.01,3.52,1018.250
4409,04/26/2021 08:40:01 午前,1143.7,1.01,3.52,1018.150
4410,04/26/2021 08:50:01 午前,1216.2,1.01,4.03,1018.250
4411,04/26/2021 09:00:01 午前,1213.7,1.01,4.03,1018.550
4412,04/26/2021 09:10:01 午前,1231.2,1.01,4.03,1018.750
4413,04/26/2021 09:20:01 午前,1311.2,0.50,3.52,1018.650
4414,04/26/2021 09:30:01 午前,1313.7,1.51,4.03,1018.950
4415,04/26/2021 09:40:01 午前,1276.2,1.51,4.03,1019.150
4416,04/26/2021 09:50:01 午前,1433.7,1.51,3.52,1018.950
4417,04/26/2021 10:00:01 午前,1451.2,1.51,4.03,1019.250
4418,04/26/2021 10:10:01 午前,1396.2,1.51,4.03,1019.450
4419,04/26/2021 10:20:01 午前,1486.2,2.01,5.03,1019.750
4420,04/26/2021 10:30:01 午前,1531.2,2.01,5.54,1019.750
4421,04/26/2021 10:40:01 午前,1551.2,2.01,6.54,1019.650
4422,04/26/2021 10:50:01 午前,1546.2,2.52,8.05,1019.350
4423,04/26/2021 11:00:01 午前,1641.2,2.01,6.54,1019.350
4424,04/26/2021 11:10:01 午前,1573.7,2.01,6.04,1018.950
4425,04/26/2021 11:20:01 午前,1591.2,2.52,7.55,1019.050
4426,04/26/2021 11:30:01 午前,1633.7,2.52,7.05,1019.150
4427,04/26/2021 11:40:01 午前,1853.7,2.52,8.56,1019.050
4428,04/26/2021 11:50:01 午前,1798.7,3.02,7.55,1018.950
4429,04/26/2021 12:00:01 午後,1743.7,3.02,6.54,1019.050
4430,04/26/2021 12:10:01 午後,1783.7,2.01,7.05,1019.050
4431,04/26/2021 12:20:01 午後,1556.2,2.52,6.54,1019.250
4432,04/26/2021 12:30:01 午後,1711.2,2.01,5.54,1019.250
4433,04/26/2021 12:40:01 午後,1676.2,2.52,7.05,1018.950
4434,04/26/2021 12:50:01 午後,1766.2,2.52,7.55,1018.750
4435,04/26/2021 01:00:01 午後,1783.7,2.52,6.04,1018.750
4436,04/26/2021 01:10:01 午後,1821.2,2.52,6.54,1018.650
4437,04/26/2021 01:20:01 午後,1701.2,2.52,5.54,1018.450
4438,04/26/2021 01:30:01 午後,1688.7,2.01,5.54,1018.550
4439,04/26/2021 01:40:01 午後,1666.2,2.01,5.54,1018.450
4440,04/26/2021 01:50:01 午後,1673.7,2.01,5.54,1018.350
4441,04/26/2021 02:00:01 午後,1716.2,2.01,5.03,1018.150
4442,04/26/2021 02:10:01 午後,1618.7,1.51,6.04,1018.050
4443,04/26/2021 02:20:01 午後,1631.2,2.01,4.03,1017.950
4444,04/26/2021 02:30:01 午後,1591.2,2.01,4.53,1017.850
4445,04/26/2021 02:40:01 午後,1538.7,1.51,5.54,1017.750
4446,04/26/2021 02:50:01 午後,1488.7,2.01,5.03,1017.650
4447,04/26/2021 03:00:01 午後,1436.2,1.51,4.53,1017.550
4448,04/26/2021 03:10:01 午後,1378.7,1.51,4.03,1017.550
4449,04/26/2021 03:20:01 午後,1321.2,1.51,3.52,1017.650
4450,04/26/2021 03:30:01 午後,1278.7,1.51,4.03,1017.550
4451,04/26/2021 03:40:01 午後,1116.2,1.51,4.03,1017.550
4452,04/26/2021 03:50:01 午後,1078.7,1.01,3.52,1017.450
4453,04/26/2021 04:00:01 午後,868.7,1.01,4.03,1017.550
4454,04/26/2021 04:10:01 午後,868.7,1.51,4.03,1017.350
4455,04/26/2021 04:20:01 午後,798.7,1.51,4.53,1017.650
4456,04/26/2021 04:30:01 午後,916.2,0.50,3.02,1017.550
4457,04/26/2021 04:40:01 午後,791.2,0.00,1.51,1017.550
4458,04/26/2021 04:50:01 午後,598.7,0.50,3.02,1017.650
4459,04/26/2021 05:00:01 午後,671.2,1.01,3.02,1017.650
4460,04/26/2021 05:10:01 午後,643.7,1.01,3.02,1017.650
4461,04/26/2021 05:20:01 午後,546.2,0.50,2.52,1017.550
4462,04/26/2021 05:30:01 午後,468.7,0.50,3.02,1017.750
4463,04/26/2021 05:40:01 午後,398.7,1.01,3.52,1017.750
4464,04/26/2021 05:50:01 午後,328.7,0.50,3.02,1018.050
4465,04/26/2021 06:00:01 午後,266.2,0.50,3.02,1018.150
4466,04/26/2021 06:10:01 午後,206.2,0.50,2.52,1018.350
4467,04/26/2021 06:20:01 午後,143.7,1.01,3.52,1018.450
4468,04/26/2021 06:30:01 午後,88.7,0.50,2.52,1018.550
4469,04/26/2021 06:40:01 午後,48.7,0.50,3.52,1018.750
4470,04/26/2021 06:50:01 午後,21.2,0.00,2.01,1018.950
4471,04/26/2021 07:00:01 午後,6.2,0.00,2.52,1018.950
4472,04/26/2021 07:10:01 午後,1.2,0.50,2.52,1019.150
4473,04/26/2021 07:20:01 午後,1.2,0.50,3.02,1019.350
4474,04/26/2021 07:30:01 午後,1.2,0.50,2.52,1019.350
4475,04/26/2021 07:40:01 午後,1.2,0.50,3.02,1019.350
4476,04/26/2021 07:50:01 午後,1.2,1.01,4.53,1019.450
4477,04/26/2021 08:00:01 午後,1.2,2.01,5.03,1019.450
4478,04/26/2021 08:10:01 午後,1.2,1.01,4.03,1019.550
4479,04/26/2021 08:20:01 午後,1.2,1.51,4.53,1019.950
4480,04/26/2021 08:30:01 午後,1.2,0.50,4.03,1020.050
4481,04/26/2021 08:40:01 午後,1.2,0.00,1.01,1020.050
4482,04/26/2021 08:50:01 午後,1.2,0.00,1.51,1020.050
4483,04/26/2021 09:00:01 午後,1.2,0.00,1.01,1020.150
4484,04/26/2021 09:10:01 午後,1.2,0.00,0.50,1020.350
4485,04/26/2021 09:20:01 午後,1.2,0.00,1.51,1020.550
4486,04/26/2021 09:30:01 午後,1.2,0.00,1.01,1020.750
4487,04/26/2021 09:40:01 午後,1.2,0.00,1.51,1020.850
4488,04/26/2021 09:50:01 午後,1.2,0.00,1.01,1020.850
4489,04/26/2021 10:00:01 午後,1.2,0.00,1.01,1020.850
4490,04/26/2021 10:10:01 午後,1.2,0.00,1.01,1020.950
4491,04/26/2021 10:20:01 午後,1.2,0.00,0.50,1020.950
4492,04/26/2021 10:30:01 午後,1.2,0.00,0.50,1021.050
4493,04/26/2021 10:40:01 午後,1.2,0.00,0.50,1020.950
4494,04/26/2021 10:50:01 午後,1.2,0.00,0.50,1021.050
4495,04/26/2021 11:00:01 午後,1.2,0.00,1.01,1021.050
4496,04/26/2021 11:10:01 午後,1.2,0.00,0.50,1021.150
4497,04/26/2021 11:20:01 午後,1.2,0.00,0.50,1020.950
4498,04/26/2021 11:30:01 午後,1.2,0.00,0.50,1021.050
4499,04/26/2021 11:40:01 午後,1.2,0.00,0.50,1021.050
4500,04/26/2021 11:50:01 午後,1.2,0.00,1.01,1020.950
4501,04/27/2021 12:00:01 午前,1.2,0.00,0.50,1020.950
4502,04/27/2021 12:10:01 午前,1.2,0.00,0.50,1020.850
4503,04/27/2021 12:20:01 午前,1.2,0.00,0.50,1020.850
4504,04/27/2021 12:30:01 午前,1.2,0.00,1.01,1020.850
4505,04/27/2021 12:40:01 午前,1.2,0.00,1.01,1020.750
4506,04/27/2021 12:50:01 午前,1.2,0.00,0.50,1020.550
4507,04/27/2021 01:00:01 午前,1.2,0.00,0.50,1020.550
4508,04/27/2021 01:10:01 午前,1.2,0.00,0.50,1020.550
4509,04/27/2021 01:20:01 午前,1.2,0.00,1.01,1020.450
4510,04/27/2021 01:30:01 午前,1.2,0.00,0.50,1020.550
4511,04/27/2021 01:40:01 午前,1.2,0.00,1.01,1020.550
4512,04/27/2021 01:50:01 午前,1.2,0.00,0.50,1020.450
4513,04/27/2021 02:00:01 午前,1.2,0.00,0.50,1020.450
4514,04/27/2021 02:10:01 午前,1.2,0.00,0.50,1020.350
4515,04/27/2021 02:20:01 午前,1.2,0.00,1.01,1020.450
4516,04/27/2021 02:30:01 午前,1.2,0.00,1.01,1020.450
4517,04/27/2021 02:40:01 午前,1.2,0.00,0.50,1020.550
4518,04/27/2021 02:50:01 午前,1.2,0.00,0.50,1020.450
4519,04/27/2021 03:00:01 午前,1.2,0.00,0.50,1020.650
4520,04/27/2021 03:10:01 午前,1.2,0.00,0.50,1020.550
4521,04/27/2021 03:20:01 午前,1.2,0.00,0.50,1020.350
4522,04/27/2021 03:30:01 午前,1.2,0.00,0.50,1020.150
4523,04/27/2021 03:40:01 午前,1.2,0.00,1.01,1020.150
4524,04/27/2021 03:50:01 午前,1.2,0.00,1.01,1020.350
4525,04/27/2021 04:00:01 午前,1.2,0.00,1.01,1020.250
4526,04/27/2021 04:10:01 午前,1.2,0.00,0.50,1020.350
4527,04/27/2021 04:20:01 午前,1.2,0.00,1.01,1020.150
4528,04/27/2021 04:30:01 午前,1.2,0.00,0.50,1020.050
4529,04/27/2021 04:40:01 午前,1.2,0.00,0.50,1020.150
4530,04/27/2021 04:50:01 午前,1.2,0.00,0.50,1020.050
4531,04/27/2021 05:00:01 午前,1.2,0.00,0.50,1020.150
4532,04/27/2021 05:10:01 午前,1.2,0.00,0.50,1020.350
4533,04/27/2021 05:20:01 午前,1.2,0.00,0.50,1020.350
4534,04/27/2021 05:30:01 午前,1.2,0.00,0.50,1020.150
4535,04/27/2021 05:40:01 午前,6.2,0.00,0.50,1020.350
4536,04/27/2021 05:50:01 午前,13.7,0.00,1.01,1020.250
4537,04/27/2021 06:00:01 午前,31.2,0.00,0.50,1020.250
4538,04/27/2021 06:10:01 午前,58.7,0.00,0.50,1020.350
4539,04/27/2021 06:20:01 午前,51.2,0.00,0.50,1020.450
4540,04/27/2021 06:30:01 午前,58.7,0.00,0.00,1020.550
4541,04/27/2021 06:40:01 午前,63.7,0.00,2.01,1020.650
4542,04/27/2021 06:50:01 午前,41.2,0.00,2.01,1020.750
4543,04/27/2021 07:00:01 午前,66.2,0.00,1.01,1020.750
4544,04/27/2021 07:10:01 午前,98.7,0.00,2.01,1020.550
4545,04/27/2021 07:20:01 午前,73.7,0.00,0.50,1020.950
4546,04/27/2021 07:30:01 午前,83.7,0.00,0.50,1021.250
4547,04/27/2021 07:40:01 午前,133.7,0.00,1.01,1021.150
4548,04/27/2021 07:50:01 午前,151.2,0.00,0.50,1021.050
4549,04/27/2021 08:00:01 午前,96.2,0.00,1.01,1021.150
4550,04/27/2021 08:10:01 午前,136.2,0.00,0.50,1021.050
4551,04/27/2021 08:20:01 午前,233.7,0.00,1.51,1020.950
4552,04/27/2021 08:30:01 午前,283.7,0.00,1.01,1021.050
4553,04/27/2021 08:40:01 午前,258.7,0.00,1.01,1021.050
4554,04/27/2021 08:50:01 午前,391.2,0.00,2.01,1021.050
4555,04/27/2021 09:00:01 午前,548.7,0.00,1.51,1020.850
